ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,physical_area_km2,sp_count
LKA,COCO,MAMMALIA,-2.37E-08,1.61E-08,deltaE per km2 per sp.,149,26.72699984,5258
KNA,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LCA,COCO,MAMMALIA,-1.21E-07,4.14E-09,deltaE per km2 per sp.,7,0.529999999,5258
VCT,COCO,MAMMALIA,-3.18E-07,9.29E-08,deltaE per km2 per sp.,4,2.733999987,5258
SDN,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SUR,COCO,MAMMALIA,-2.26E-09,3.94E-11,deltaE per km2 per sp.,44,1.597000012,5258
SWZ,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SWE,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CHE,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SYR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TWN,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TJK,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TZA,COCO,MAMMALIA,-4.10E-09,1.30E-09,deltaE per km2 per sp.,14,105.4520001,5258
THA,COCO,MAMMALIA,-3.33E-09,6.58E-11,deltaE per km2 per sp.,1535,2.457000037,5258
TLS,COCO,MAMMALIA,-1.80E-08,1.58E-09,deltaE per km2 per sp.,175,14.26800004,5258
TGO,COCO,MAMMALIA,-5.24E-09,2.08E-10,deltaE per km2 per sp.,329,1463.192005,5258
TUV,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
UGA,COCO,MAMMALIA,-8.33E-09,3.19E-10,deltaE per km2 per sp.,815,435.0309998,5258
URY,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
UZB,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
VUT,COCO,MAMMALIA,-1.52E-08,3.40E-09,deltaE per km2 per sp.,120,24.90199985,5258
VAT,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
VEN,COCO,MAMMALIA,-1.38E-08,2.24E-09,deltaE per km2 per sp.,956,501.0180012,5258
VNM,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ZMB,COCO,MAMMALIA,-1.14E-09,1.59E-10,deltaE per km2 per sp.,6,0.109999999,5258
ZWE,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
YEM,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
UKR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BHR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KWT,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
QAT,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ARE,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TUR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ISR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BGD,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MMR,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
IND,COCO,MAMMALIA,-4.07E-09,3.74E-10,deltaE per km2 per sp.,1382,455.5430013,5258
BEN,COCO,MAMMALIA,-2.15E-09,0,deltaE per km2 per sp.,1,1.143000031,5258
NER,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NGA,COCO,MAMMALIA,-7.18E-09,8.28E-10,deltaE per km2 per sp.,1926,12908.34299,5258
111,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
112,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
113,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
114,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
115,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
116,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
117,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
118,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
119,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
120,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
121,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
122,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
123,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
124,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
125,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
126,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
127,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
128,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
129,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ESH,COCO,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AFG,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GBR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ALB,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DZA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
USA,YAMS,MAMMALIA,-1.28E-08,6.96E-11,deltaE per km2 per sp.,90,1.989000002,5258
ATA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ATG,YAMS,MAMMALIA,-5.53E-11,1.37E-11,deltaE per km2 per sp.,6,0.310999998,5258
ARG,YAMS,MAMMALIA,-1.21E-08,2.79E-09,deltaE per km2 per sp.,3,0.032,5258
AND,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AGO,YAMS,MAMMALIA,-1.37E-09,4.50E-11,deltaE per km2 per sp.,16,0.677999994,5258
ARM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NLD,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AUS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AUT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AZE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BHS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRB,YAMS,MAMMALIA,-9.78E-09,7.00E-11,deltaE per km2 per sp.,6,0.468000005,5258
BLR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BEL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BLZ,YAMS,MAMMALIA,-5.35E-09,1.02E-10,deltaE per km2 per sp.,31,0.074000001,5258
BTN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BOL,YAMS,MAMMALIA,-2.92E-09,7.00E-12,deltaE per km2 per sp.,2,0.003,5258
BIH,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BWA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NOR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
COL,YAMS,MAMMALIA,-9.23E-09,1.73E-09,deltaE per km2 per sp.,708,357.2520007,5258
COM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRA,YAMS,MAMMALIA,-4.10E-09,2.75E-10,deltaE per km2 per sp.,36323,248.9110008,5258
FRA,YAMS,MAMMALIA,-4.34E-08,1.39E-08,deltaE per km2 per sp.,48,20.11499988,5258
COD,YAMS,MAMMALIA,-3.92E-09,1.14E-10,deltaE per km2 per sp.,11672,201.0610005,5258
COG,YAMS,MAMMALIA,-1.06E-08,2.22E-09,deltaE per km2 per sp.,1775,37.65700003,5258
NZL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BGR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BFA,YAMS,MAMMALIA,-1.65E-09,3.29E-11,deltaE per km2 per sp.,850,120.9699998,5258
BDI,YAMS,MAMMALIA,-3.52E-09,8.94E-09,deltaE per km2 per sp.,79,14.85199995,5258
CPV,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KHM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CMR,YAMS,MAMMALIA,-2.26E-08,1.14E-09,deltaE per km2 per sp.,2612,439.3489997,5258
CAN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CRI,YAMS,MAMMALIA,-1.29E-08,6.36E-09,deltaE per km2 per sp.,95,20.90100003,5258
CIV,YAMS,MAMMALIA,-1.05E-08,2.54E-10,deltaE per km2 per sp.,3375,8258.126003,5258
HRV,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CUB,YAMS,MAMMALIA,-1.02E-08,1.50E-10,deltaE per km2 per sp.,1199,601.6429991,5258
CAF,YAMS,MAMMALIA,-1.95E-09,3.74E-11,deltaE per km2 per sp.,2476,542.331999,5258
TCD,YAMS,MAMMALIA,-9.95E-10,6.98E-12,deltaE per km2 per sp.,4881,317.2680004,5258
CHL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CHN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CYP,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CZE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DNK,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DJI,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DMA,YAMS,MAMMALIA,-4.15E-08,1.15E-09,deltaE per km2 per sp.,9,9.373000069,5258
DOM,YAMS,MAMMALIA,-6.26E-09,2.04E-10,deltaE per km2 per sp.,493,39.81399998,5258
ECU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
EGY,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SLV,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GNQ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ERI,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
EST,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ETH,YAMS,MAMMALIA,-2.72E-09,1.84E-10,deltaE per km2 per sp.,92,447.2180002,5258
FJI,YAMS,MAMMALIA,-1.21E-08,5.55E-10,deltaE per km2 per sp.,37,28.92200007,5258
FIN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GAB,YAMS,MAMMALIA,-3.94E-09,8.78E-11,deltaE per km2 per sp.,1236,259.764,5258
GMB,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MAR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MOZ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NAM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GEO,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DEU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GHA,YAMS,MAMMALIA,-5.08E-09,5.53E-10,deltaE per km2 per sp.,2186,3875.157001,5258
GRC,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GRL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GRD,YAMS,MAMMALIA,-6.89E-08,1.28E-08,deltaE per km2 per sp.,5,2.393999996,5258
NRU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GTM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NPL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GIN,YAMS,MAMMALIA,-6.58E-09,7.18E-10,deltaE per km2 per sp.,2575,80.64200007,5258
GNB,YAMS,MAMMALIA,-2.25E-09,4.25E-11,deltaE per km2 per sp.,4,0.038,5258
GUY,YAMS,MAMMALIA,-2.94E-09,1.32E-10,deltaE per km2 per sp.,269,0.933000008,5258
HTI,YAMS,MAMMALIA,-4.98E-09,1.83E-10,deltaE per km2 per sp.,263,404.8239993,5258
JOR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
HND,YAMS,MAMMALIA,-7.23E-09,0,deltaE per km2 per sp.,1,0.001,5258
HUN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ISL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
IDN,YAMS,MAMMALIA,-1.91E-09,0,deltaE per km2 per sp.,1,0.029000001,5258
IRN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
IRQ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
IRL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KAZ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KEN,YAMS,MAMMALIA,-6.05E-09,1.33E-08,deltaE per km2 per sp.,69,12.37800001,5258
KIR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
PRK,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KOR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
XKX,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SRB,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SYC,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SLE,YAMS,MAMMALIA,-7.22E-09,7.29E-10,deltaE per km2 per sp.,4,0.167999997,5258
SGP,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ITA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
JAM,YAMS,MAMMALIA,-2.04E-08,1.30E-09,deltaE per km2 per sp.,119,79.42000005,5258
JPN,YAMS,MAMMALIA,-5.86E-09,1.92E-10,deltaE per km2 per sp.,1728,66.04900001,5258
KGZ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LAO,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LVA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LBN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LSO,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LBR,YAMS,MAMMALIA,-1.68E-08,5.17E-10,deltaE per km2 per sp.,833,23.44199988,5258
LBY,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LIE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LTU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LUX,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MCO,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MNG,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MNE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MKD,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MDG,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MWI,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MYS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MDV,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MLI,YAMS,MAMMALIA,-1.48E-09,4.27E-11,deltaE per km2 per sp.,4895,37.31500009,5258
MLT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MHL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MRT,YAMS,MAMMALIA,-3.63E-10,4.92E-11,deltaE per km2 per sp.,1733,4.234000045,5258
MUS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MEX,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
FSM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MDA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NIC,YAMS,MAMMALIA,-1.01E-08,6.25E-10,deltaE per km2 per sp.,588,0.707000011,5258
OMN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
PAK,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
PLW,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
PAN,YAMS,MAMMALIA,-1.67E-08,1.41E-09,deltaE per km2 per sp.,517,47.91400001,5258
PNG,YAMS,MAMMALIA,-2.06E-08,1.13E-09,deltaE per km2 per sp.,1408,190.6010001,5258
PRY,YAMS,MAMMALIA,-2.31E-09,0,deltaE per km2 per sp.,1,0.001,5258
PER,YAMS,MAMMALIA,-2.64E-09,5.77E-10,deltaE per km2 per sp.,3,0.006,5258
PHL,YAMS,MAMMALIA,-2.36E-08,2.97E-09,deltaE per km2 per sp.,2741,41.15300015,5258
POL,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
PRT,YAMS,MAMMALIA,-4.35E-10,0,deltaE per km2 per sp.,1,1.42,5258
ROU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
RUS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
RWA,YAMS,MAMMALIA,-1.47E-08,3.46E-09,deltaE per km2 per sp.,93,16.28700008,5258
WSM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SMR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TON,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TTO,YAMS,MAMMALIA,-2.88E-08,1.15E-09,deltaE per km2 per sp.,28,0.097000002,5258
TUN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TKM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
STP,YAMS,MAMMALIA,-4.85E-07,1.84E-08,deltaE per km2 per sp.,12,2.312000008,5258
SAU,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SEN,YAMS,MAMMALIA,-9.54E-10,4.50E-10,deltaE per km2 per sp.,7,0.045,5258
SVK,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SVN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SLB,YAMS,MAMMALIA,-3.16E-08,2.92E-09,deltaE per km2 per sp.,168,40.24700013,5258
SOM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ZAF,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SSD,YAMS,MAMMALIA,-3.46E-09,6.65E-10,deltaE per km2 per sp.,1542,583.8079999,5258
ESP,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
LKA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KNA,YAMS,MAMMALIA,-2.08E-08,2.78E-09,deltaE per km2 per sp.,3,0.017,5258
LCA,YAMS,MAMMALIA,-1.21E-07,4.13E-09,deltaE per km2 per sp.,7,1.119999981,5258
VCT,YAMS,MAMMALIA,-3.18E-07,9.29E-08,deltaE per km2 per sp.,4,0.843000009,5258
SDN,YAMS,MAMMALIA,-1.65E-09,5.28E-11,deltaE per km2 per sp.,2,0.274000006,5258
SUR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SWZ,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SWE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CHE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
SYR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TWN,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TJK,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TZA,YAMS,MAMMALIA,-6.33E-08,3.75E-08,deltaE per km2 per sp.,28,8.324999938,5258
THA,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TLS,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TGO,YAMS,MAMMALIA,-3.90E-09,1.44E-10,deltaE per km2 per sp.,651,703.7330014,5258
TUV,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
UGA,YAMS,MAMMALIA,-7.45E-09,0,deltaE per km2 per sp.,1,0.445,5258
URY,YAMS,MAMMALIA,-3.71E-09,8.86E-11,deltaE per km2 per sp.,3,0.011,5258
UZB,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
VUT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
VAT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
VEN,YAMS,MAMMALIA,-1.15E-08,1.92E-09,deltaE per km2 per sp.,1184,95.39199961,5258
VNM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ZMB,YAMS,MAMMALIA,-1.09E-09,1.30E-10,deltaE per km2 per sp.,9,0.073000001,5258
ZWE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
YEM,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
UKR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BHR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KWT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
QAT,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ARE,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
TUR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ISR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BGD,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
MMR,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
IND,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BEN,YAMS,MAMMALIA,-1.82E-09,7.93E-11,deltaE per km2 per sp.,970,1223.664,5258
NER,YAMS,MAMMALIA,-1.71E-10,9.00E-12,deltaE per km2 per sp.,2,0.005,5258
NGA,YAMS,MAMMALIA,-4.88E-09,2.02E-10,deltaE per km2 per sp.,5553,30511.87299,5258
111,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
112,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
113,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
114,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
115,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
116,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
117,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
118,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
119,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
120,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
121,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
122,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
123,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
124,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
125,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
126,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
127,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
128,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
129,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ESH,YAMS,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AFG,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
GBR,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ALB,COWP,MAMMALIA,-2.62E-09,0,deltaE per km2 per sp.,1,0.101999998,5258
DZA,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
USA,COWP,MAMMALIA,-2.50E-09,6.08E-11,deltaE per km2 per sp.,7759,135.0259996,5258
ATA,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ATG,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ARG,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AND,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AGO,COWP,MAMMALIA,-1.40E-09,7.55E-11,deltaE per km2 per sp.,16,7.894000055,5258
ARM,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NLD,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AUS,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AUT,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
AZE,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BHS,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRB,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BLR,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BEL,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BLZ,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BTN,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BOL,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BIH,COWP,MAMMALIA,-1.78E-10,8.42E-11,deltaE per km2 per sp.,21,5.043999988,5258
BWA,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
NOR,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
COL,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
COM,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRA,COWP,MAMMALIA,-1.51E-08,1.10E-08,deltaE per km2 per sp.,3,0.003,5258
FRA,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
COD,COWP,MAMMALIA,-2.65E-09,2.28E-10,deltaE per km2 per sp.,7457,1372.868001,5258
COG,COWP,MAMMALIA,-4.01E-10,4.37E-10,deltaE per km2 per sp.,11,0.312999995,5258
NZL,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BRN,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
BGR,COWP,MAMMALIA,-7.12E-10,1.35E-10,deltaE per km2 per sp.,2,0.078999999,5258
BFA,COWP,MAMMALIA,-1.34E-09,1.55E-11,deltaE per km2 per sp.,2839,10876.69999,5258
BDI,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CPV,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
KHM,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CMR,COWP,MAMMALIA,-1.87E-09,1.73E-09,deltaE per km2 per sp.,1505,2176.91799,5258
CAN,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CRI,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CIV,COWP,MAMMALIA,-2.42E-09,6.11E-11,deltaE per km2 per sp.,4,8.021999893,5258
HRV,COWP,MAMMALIA,-5.80E-10,2.33E-11,deltaE per km2 per sp.,110,0.776000001,5258
CUB,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CAF,COWP,MAMMALIA,-6.89E-10,2.29E-10,deltaE per km2 per sp.,2,0.011,5258
TCD,COWP,MAMMALIA,-1.21E-09,1.34E-10,deltaE per km2 per sp.,8,13.76400035,5258
CHL,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
CHN,COWP,MAMMALIA,-1.07E-08,1.10E-08,deltaE per km2 per sp.,3,0.284999992,5258
CYP,COWP,MAMMALIA,-6.69E-09,6.59E-10,deltaE per km2 per sp.,95,1.452000001,5258
CZE,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DNK,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DJI,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DMA,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
DOM,COWP,MAMMALIA,,,deltaE per km2 per sp.,,,5258
ECU,COWP,MAMMALIA,3.10E-10,0,deltaE per km2 per sp.,1,0.004,5258
