ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,physical_area_km2,sp_count
TKM,PLNT,all,,,deltaE per km2 per sp.,,,31076
STP,PLNT,all,,,deltaE per km2 per sp.,,,31076
SAU,PLNT,all,,,deltaE per km2 per sp.,,,31076
SEN,PLNT,all,,,deltaE per km2 per sp.,,,31076
SVK,PLNT,all,,,deltaE per km2 per sp.,,,31076
SVN,PLNT,all,,,deltaE per km2 per sp.,,,31076
SLB,PLNT,all,,,deltaE per km2 per sp.,,,31076
SOM,PLNT,all,,,deltaE per km2 per sp.,,,31076
ZAF,PLNT,all,,,deltaE per km2 per sp.,,,31076
SSD,PLNT,all,-1.41E-09,3.90E-10,deltaE per km2 per sp.,4,17.654,31076
ESP,PLNT,all,,,deltaE per km2 per sp.,,,31076
LKA,PLNT,all,-7.44E-08,6.35E-09,deltaE per km2 per sp.,621,508.3699994,31076
KNA,PLNT,all,,,deltaE per km2 per sp.,,,31076
LCA,PLNT,all,-1.78E-07,3.84E-08,deltaE per km2 per sp.,7,3.48200006,31076
VCT,PLNT,all,-4.03E-07,3.66E-08,deltaE per km2 per sp.,4,0.629000016,31076
SDN,PLNT,all,,,deltaE per km2 per sp.,,,31076
SUR,PLNT,all,-6.32E-09,9.52E-10,deltaE per km2 per sp.,48,4.19399997,31076
SWZ,PLNT,all,,,deltaE per km2 per sp.,,,31076
SWE,PLNT,all,,,deltaE per km2 per sp.,,,31076
CHE,PLNT,all,,,deltaE per km2 per sp.,,,31076
SYR,PLNT,all,,,deltaE per km2 per sp.,,,31076
TWN,PLNT,all,,,deltaE per km2 per sp.,,,31076
TJK,PLNT,all,,,deltaE per km2 per sp.,,,31076
TZA,PLNT,all,-1.82E-09,1.94E-10,deltaE per km2 per sp.,272,2743.679996,31076
THA,PLNT,all,-4.60E-09,5.26E-10,deltaE per km2 per sp.,2,0.053999999,31076
TLS,PLNT,all,,,deltaE per km2 per sp.,,,31076
TGO,PLNT,all,-3.92E-08,0,deltaE per km2 per sp.,1,0.131000004,31076
TUV,PLNT,all,,,deltaE per km2 per sp.,,,31076
UGA,PLNT,all,-4.44E-09,8.35E-10,deltaE per km2 per sp.,1616,7832.289,31076
URY,PLNT,all,,,deltaE per km2 per sp.,,,31076
UZB,PLNT,all,,,deltaE per km2 per sp.,,,31076
VUT,PLNT,all,,,deltaE per km2 per sp.,,,31076
VAT,PLNT,all,,,deltaE per km2 per sp.,,,31076
VEN,PLNT,all,-1.36E-08,2.23E-09,deltaE per km2 per sp.,1927,474.1740003,31076
VNM,PLNT,all,,,deltaE per km2 per sp.,,,31076
ZMB,PLNT,all,-9.59E-10,6.08E-11,deltaE per km2 per sp.,9,0.421999998,31076
ZWE,PLNT,all,,,deltaE per km2 per sp.,,,31076
YEM,PLNT,all,,,deltaE per km2 per sp.,,,31076
UKR,PLNT,all,,,deltaE per km2 per sp.,,,31076
BHR,PLNT,all,,,deltaE per km2 per sp.,,,31076
KWT,PLNT,all,,,deltaE per km2 per sp.,,,31076
QAT,PLNT,all,,,deltaE per km2 per sp.,,,31076
ARE,PLNT,all,,,deltaE per km2 per sp.,,,31076
TUR,PLNT,all,,,deltaE per km2 per sp.,,,31076
ISR,PLNT,all,,,deltaE per km2 per sp.,,,31076
BGD,PLNT,all,,,deltaE per km2 per sp.,,,31076
MMR,PLNT,all,-4.11E-09,1.73E-10,deltaE per km2 per sp.,2912,693.7080003,31076
IND,PLNT,all,-3.49E-09,5.65E-10,deltaE per km2 per sp.,2,0.015,31076
BEN,PLNT,all,,,deltaE per km2 per sp.,,,31076
NER,PLNT,all,,,deltaE per km2 per sp.,,,31076
NGA,PLNT,all,-3.72E-09,2.96E-10,deltaE per km2 per sp.,2201,3663.124002,31076
111,PLNT,all,,,deltaE per km2 per sp.,,,31076
112,PLNT,all,,,deltaE per km2 per sp.,,,31076
113,PLNT,all,,,deltaE per km2 per sp.,,,31076
114,PLNT,all,,,deltaE per km2 per sp.,,,31076
115,PLNT,all,,,deltaE per km2 per sp.,,,31076
116,PLNT,all,,,deltaE per km2 per sp.,,,31076
117,PLNT,all,,,deltaE per km2 per sp.,,,31076
118,PLNT,all,,,deltaE per km2 per sp.,,,31076
119,PLNT,all,,,deltaE per km2 per sp.,,,31076
120,PLNT,all,,,deltaE per km2 per sp.,,,31076
121,PLNT,all,,,deltaE per km2 per sp.,,,31076
122,PLNT,all,,,deltaE per km2 per sp.,,,31076
123,PLNT,all,,,deltaE per km2 per sp.,,,31076
124,PLNT,all,,,deltaE per km2 per sp.,,,31076
125,PLNT,all,,,deltaE per km2 per sp.,,,31076
126,PLNT,all,,,deltaE per km2 per sp.,,,31076
127,PLNT,all,,,deltaE per km2 per sp.,,,31076
128,PLNT,all,,,deltaE per km2 per sp.,,,31076
129,PLNT,all,,,deltaE per km2 per sp.,,,31076
ESH,PLNT,all,,,deltaE per km2 per sp.,,,31076
AFG,YAMS,all,,,deltaE per km2 per sp.,,,31076
GBR,YAMS,all,,,deltaE per km2 per sp.,,,31076
ALB,YAMS,all,,,deltaE per km2 per sp.,,,31076
DZA,YAMS,all,,,deltaE per km2 per sp.,,,31076
USA,YAMS,all,-6.95E-08,5.25E-09,deltaE per km2 per sp.,90,1.989000002,31076
ATA,YAMS,all,,,deltaE per km2 per sp.,,,31076
ATG,YAMS,all,-1.93E-07,1.04E-07,deltaE per km2 per sp.,6,0.310999998,31076
ARG,YAMS,all,-5.45E-09,2.53E-10,deltaE per km2 per sp.,3,0.032,31076
AND,YAMS,all,,,deltaE per km2 per sp.,,,31076
AGO,YAMS,all,-9.43E-10,9.72E-11,deltaE per km2 per sp.,16,0.677999994,31076
ARM,YAMS,all,,,deltaE per km2 per sp.,,,31076
NLD,YAMS,all,,,deltaE per km2 per sp.,,,31076
AUS,YAMS,all,,,deltaE per km2 per sp.,,,31076
AUT,YAMS,all,,,deltaE per km2 per sp.,,,31076
AZE,YAMS,all,,,deltaE per km2 per sp.,,,31076
BHS,YAMS,all,,,deltaE per km2 per sp.,,,31076
BRB,YAMS,all,-1.74E-07,2.54E-08,deltaE per km2 per sp.,6,0.468000005,31076
BLR,YAMS,all,,,deltaE per km2 per sp.,,,31076
BEL,YAMS,all,,,deltaE per km2 per sp.,,,31076
BLZ,YAMS,all,-6.00E-09,6.41E-11,deltaE per km2 per sp.,31,0.074000001,31076
BTN,YAMS,all,,,deltaE per km2 per sp.,,,31076
BOL,YAMS,all,-2.30E-09,1.53E-11,deltaE per km2 per sp.,2,0.003,31076
BIH,YAMS,all,,,deltaE per km2 per sp.,,,31076
BWA,YAMS,all,,,deltaE per km2 per sp.,,,31076
NOR,YAMS,all,,,deltaE per km2 per sp.,,,31076
COL,YAMS,all,-7.82E-09,2.56E-09,deltaE per km2 per sp.,708,357.2520007,31076
COM,YAMS,all,,,deltaE per km2 per sp.,,,31076
BRA,YAMS,all,-4.61E-09,3.11E-10,deltaE per km2 per sp.,36323,248.9110008,31076
FRA,YAMS,all,-5.85E-08,9.51E-09,deltaE per km2 per sp.,48,20.11499988,31076
COD,YAMS,all,-2.56E-09,6.56E-11,deltaE per km2 per sp.,11672,201.0610005,31076
COG,YAMS,all,-3.28E-09,3.76E-10,deltaE per km2 per sp.,1775,37.65700003,31076
NZL,YAMS,all,,,deltaE per km2 per sp.,,,31076
BRN,YAMS,all,,,deltaE per km2 per sp.,,,31076
BGR,YAMS,all,,,deltaE per km2 per sp.,,,31076
BFA,YAMS,all,-1.05E-09,8.18E-12,deltaE per km2 per sp.,850,120.9699998,31076
BDI,YAMS,all,-3.68E-09,1.74E-09,deltaE per km2 per sp.,79,14.85199995,31076
CPV,YAMS,all,,,deltaE per km2 per sp.,,,31076
KHM,YAMS,all,,,deltaE per km2 per sp.,,,31076
CMR,YAMS,all,-1.96E-08,7.80E-10,deltaE per km2 per sp.,2612,439.3489997,31076
CAN,YAMS,all,,,deltaE per km2 per sp.,,,31076
CRI,YAMS,all,-3.01E-08,5.03E-09,deltaE per km2 per sp.,95,20.90100003,31076
CIV,YAMS,all,-5.70E-09,2.04E-10,deltaE per km2 per sp.,3375,8258.126003,31076
HRV,YAMS,all,,,deltaE per km2 per sp.,,,31076
CUB,YAMS,all,-2.80E-08,1.76E-09,deltaE per km2 per sp.,1199,601.6429991,31076
CAF,YAMS,all,-1.06E-09,1.44E-11,deltaE per km2 per sp.,2476,542.331999,31076
TCD,YAMS,all,-8.36E-10,5.00E-12,deltaE per km2 per sp.,4881,317.2680004,31076
CHL,YAMS,all,,,deltaE per km2 per sp.,,,31076
CHN,YAMS,all,,,deltaE per km2 per sp.,,,31076
CYP,YAMS,all,,,deltaE per km2 per sp.,,,31076
CZE,YAMS,all,,,deltaE per km2 per sp.,,,31076
DNK,YAMS,all,,,deltaE per km2 per sp.,,,31076
DJI,YAMS,all,,,deltaE per km2 per sp.,,,31076
DMA,YAMS,all,-1.87E-07,1.19E-08,deltaE per km2 per sp.,9,9.373000069,31076
DOM,YAMS,all,-3.07E-08,3.22E-09,deltaE per km2 per sp.,493,39.81399998,31076
ECU,YAMS,all,,,deltaE per km2 per sp.,,,31076
EGY,YAMS,all,,,deltaE per km2 per sp.,,,31076
SLV,YAMS,all,,,deltaE per km2 per sp.,,,31076
GNQ,YAMS,all,,,deltaE per km2 per sp.,,,31076
ERI,YAMS,all,,,deltaE per km2 per sp.,,,31076
EST,YAMS,all,,,deltaE per km2 per sp.,,,31076
ETH,YAMS,all,-2.68E-09,3.37E-10,deltaE per km2 per sp.,92,447.2180002,31076
FJI,YAMS,all,-2.64E-08,1.96E-10,deltaE per km2 per sp.,37,28.92200007,31076
FIN,YAMS,all,,,deltaE per km2 per sp.,,,31076
GAB,YAMS,all,-3.12E-09,1.04E-10,deltaE per km2 per sp.,1236,259.764,31076
GMB,YAMS,all,,,deltaE per km2 per sp.,,,31076
MAR,YAMS,all,,,deltaE per km2 per sp.,,,31076
MOZ,YAMS,all,,,deltaE per km2 per sp.,,,31076
NAM,YAMS,all,,,deltaE per km2 per sp.,,,31076
GEO,YAMS,all,,,deltaE per km2 per sp.,,,31076
DEU,YAMS,all,,,deltaE per km2 per sp.,,,31076
GHA,YAMS,all,-2.64E-09,2.92E-10,deltaE per km2 per sp.,2186,3875.157001,31076
GRC,YAMS,all,,,deltaE per km2 per sp.,,,31076
GRL,YAMS,all,,,deltaE per km2 per sp.,,,31076
GRD,YAMS,all,-3.18E-07,1.80E-08,deltaE per km2 per sp.,5,2.393999996,31076
NRU,YAMS,all,,,deltaE per km2 per sp.,,,31076
GTM,YAMS,all,,,deltaE per km2 per sp.,,,31076
NPL,YAMS,all,,,deltaE per km2 per sp.,,,31076
GIN,YAMS,all,-4.05E-09,4.08E-10,deltaE per km2 per sp.,2575,80.64200007,31076
GNB,YAMS,all,-1.68E-09,2.71E-11,deltaE per km2 per sp.,4,0.038,31076
GUY,YAMS,all,-3.17E-09,3.50E-10,deltaE per km2 per sp.,269,0.933000008,31076
HTI,YAMS,all,-2.12E-07,1.78E-08,deltaE per km2 per sp.,263,404.8239993,31076
JOR,YAMS,all,,,deltaE per km2 per sp.,,,31076
HND,YAMS,all,-6.99E-09,0,deltaE per km2 per sp.,1,0.001,31076
HUN,YAMS,all,,,deltaE per km2 per sp.,,,31076
ISL,YAMS,all,,,deltaE per km2 per sp.,,,31076
IDN,YAMS,all,-2.76E-09,0,deltaE per km2 per sp.,1,0.029000001,31076
IRN,YAMS,all,,,deltaE per km2 per sp.,,,31076
IRQ,YAMS,all,,,deltaE per km2 per sp.,,,31076
IRL,YAMS,all,,,deltaE per km2 per sp.,,,31076
KAZ,YAMS,all,,,deltaE per km2 per sp.,,,31076
KEN,YAMS,all,-4.09E-09,2.66E-09,deltaE per km2 per sp.,69,12.37800001,31076
KIR,YAMS,all,,,deltaE per km2 per sp.,,,31076
PRK,YAMS,all,,,deltaE per km2 per sp.,,,31076
KOR,YAMS,all,,,deltaE per km2 per sp.,,,31076
XKX,YAMS,all,,,deltaE per km2 per sp.,,,31076
SRB,YAMS,all,,,deltaE per km2 per sp.,,,31076
SYC,YAMS,all,,,deltaE per km2 per sp.,,,31076
SLE,YAMS,all,-4.28E-09,6.00E-10,deltaE per km2 per sp.,4,0.167999997,31076
SGP,YAMS,all,,,deltaE per km2 per sp.,,,31076
ITA,YAMS,all,,,deltaE per km2 per sp.,,,31076
JAM,YAMS,all,-8.14E-08,7.76E-09,deltaE per km2 per sp.,119,79.42000005,31076
JPN,YAMS,all,-2.71E-09,1.78E-10,deltaE per km2 per sp.,1728,66.04900001,31076
KGZ,YAMS,all,,,deltaE per km2 per sp.,,,31076
LAO,YAMS,all,,,deltaE per km2 per sp.,,,31076
LVA,YAMS,all,,,deltaE per km2 per sp.,,,31076
LBN,YAMS,all,,,deltaE per km2 per sp.,,,31076
LSO,YAMS,all,,,deltaE per km2 per sp.,,,31076
LBR,YAMS,all,-8.51E-09,2.98E-10,deltaE per km2 per sp.,833,23.44199988,31076
LBY,YAMS,all,,,deltaE per km2 per sp.,,,31076
LIE,YAMS,all,,,deltaE per km2 per sp.,,,31076
LTU,YAMS,all,,,deltaE per km2 per sp.,,,31076
LUX,YAMS,all,,,deltaE per km2 per sp.,,,31076
MCO,YAMS,all,,,deltaE per km2 per sp.,,,31076
MNG,YAMS,all,,,deltaE per km2 per sp.,,,31076
MNE,YAMS,all,,,deltaE per km2 per sp.,,,31076
MKD,YAMS,all,,,deltaE per km2 per sp.,,,31076
MDG,YAMS,all,,,deltaE per km2 per sp.,,,31076
MWI,YAMS,all,,,deltaE per km2 per sp.,,,31076
MYS,YAMS,all,,,deltaE per km2 per sp.,,,31076
MDV,YAMS,all,,,deltaE per km2 per sp.,,,31076
MLI,YAMS,all,-1.11E-09,2.26E-11,deltaE per km2 per sp.,4895,37.31500009,31076
MLT,YAMS,all,,,deltaE per km2 per sp.,,,31076
MHL,YAMS,all,,,deltaE per km2 per sp.,,,31076
MRT,YAMS,all,-7.07E-10,2.51E-11,deltaE per km2 per sp.,1733,4.234000045,31076
MUS,YAMS,all,,,deltaE per km2 per sp.,,,31076
MEX,YAMS,all,,,deltaE per km2 per sp.,,,31076
FSM,YAMS,all,,,deltaE per km2 per sp.,,,31076
MDA,YAMS,all,,,deltaE per km2 per sp.,,,31076
NIC,YAMS,all,-9.00E-09,2.39E-10,deltaE per km2 per sp.,588,0.707000011,31076
OMN,YAMS,all,,,deltaE per km2 per sp.,,,31076
PAK,YAMS,all,,,deltaE per km2 per sp.,,,31076
PLW,YAMS,all,,,deltaE per km2 per sp.,,,31076
PAN,YAMS,all,-2.68E-08,3.55E-09,deltaE per km2 per sp.,517,47.91400001,31076
PNG,YAMS,all,-2.29E-08,1.03E-09,deltaE per km2 per sp.,1408,190.6010001,31076
PRY,YAMS,all,-2.09E-09,0,deltaE per km2 per sp.,1,0.001,31076
PER,YAMS,all,-2.98E-09,5.89E-10,deltaE per km2 per sp.,3,0.006,31076
PHL,YAMS,all,-2.91E-08,1.24E-09,deltaE per km2 per sp.,2741,41.15300015,31076
POL,YAMS,all,,,deltaE per km2 per sp.,,,31076
PRT,YAMS,all,-7.98E-10,0,deltaE per km2 per sp.,1,1.42,31076
ROU,YAMS,all,,,deltaE per km2 per sp.,,,31076
RUS,YAMS,all,,,deltaE per km2 per sp.,,,31076
RWA,YAMS,all,-7.67E-09,1.52E-09,deltaE per km2 per sp.,93,16.28700008,31076
WSM,YAMS,all,,,deltaE per km2 per sp.,,,31076
SMR,YAMS,all,,,deltaE per km2 per sp.,,,31076
TON,YAMS,all,,,deltaE per km2 per sp.,,,31076
TTO,YAMS,all,-3.59E-08,9.28E-09,deltaE per km2 per sp.,28,0.097000002,31076
TUN,YAMS,all,,,deltaE per km2 per sp.,,,31076
TKM,YAMS,all,,,deltaE per km2 per sp.,,,31076
STP,YAMS,all,-6.49E-07,1.18E-07,deltaE per km2 per sp.,12,2.312000008,31076
SAU,YAMS,all,,,deltaE per km2 per sp.,,,31076
SEN,YAMS,all,-2.07E-09,5.33E-10,deltaE per km2 per sp.,7,0.045,31076
SVK,YAMS,all,,,deltaE per km2 per sp.,,,31076
SVN,YAMS,all,,,deltaE per km2 per sp.,,,31076
SLB,YAMS,all,-4.69E-08,2.31E-09,deltaE per km2 per sp.,168,40.24700013,31076
SOM,YAMS,all,,,deltaE per km2 per sp.,,,31076
ZAF,YAMS,all,,,deltaE per km2 per sp.,,,31076
SSD,YAMS,all,-1.74E-09,1.37E-10,deltaE per km2 per sp.,1542,583.8079999,31076
ESP,YAMS,all,,,deltaE per km2 per sp.,,,31076
LKA,YAMS,all,,,deltaE per km2 per sp.,,,31076
KNA,YAMS,all,-2.54E-07,6.69E-08,deltaE per km2 per sp.,3,0.017,31076
LCA,YAMS,all,-1.78E-07,3.85E-08,deltaE per km2 per sp.,7,1.119999981,31076
VCT,YAMS,all,-4.03E-07,3.65E-08,deltaE per km2 per sp.,4,0.843000009,31076
SDN,YAMS,all,-8.20E-10,3.01E-11,deltaE per km2 per sp.,2,0.274000006,31076
SUR,YAMS,all,,,deltaE per km2 per sp.,,,31076
SWZ,YAMS,all,,,deltaE per km2 per sp.,,,31076
SWE,YAMS,all,,,deltaE per km2 per sp.,,,31076
CHE,YAMS,all,,,deltaE per km2 per sp.,,,31076
SYR,YAMS,all,,,deltaE per km2 per sp.,,,31076
TWN,YAMS,all,,,deltaE per km2 per sp.,,,31076
TJK,YAMS,all,,,deltaE per km2 per sp.,,,31076
TZA,YAMS,all,-4.54E-08,2.19E-08,deltaE per km2 per sp.,28,8.324999938,31076
THA,YAMS,all,,,deltaE per km2 per sp.,,,31076
TLS,YAMS,all,,,deltaE per km2 per sp.,,,31076
TGO,YAMS,all,-2.77E-09,2.57E-10,deltaE per km2 per sp.,651,703.7330014,31076
TUV,YAMS,all,,,deltaE per km2 per sp.,,,31076
UGA,YAMS,all,-3.60E-09,0,deltaE per km2 per sp.,1,0.445,31076
URY,YAMS,all,-1.97E-07,1.31E-07,deltaE per km2 per sp.,3,0.011,31076
UZB,YAMS,all,,,deltaE per km2 per sp.,,,31076
VUT,YAMS,all,,,deltaE per km2 per sp.,,,31076
VAT,YAMS,all,,,deltaE per km2 per sp.,,,31076
VEN,YAMS,all,-1.41E-08,2.29E-09,deltaE per km2 per sp.,1184,95.39199961,31076
VNM,YAMS,all,,,deltaE per km2 per sp.,,,31076
ZMB,YAMS,all,-9.47E-10,6.06E-11,deltaE per km2 per sp.,9,0.073000001,31076
ZWE,YAMS,all,,,deltaE per km2 per sp.,,,31076
YEM,YAMS,all,,,deltaE per km2 per sp.,,,31076
UKR,YAMS,all,,,deltaE per km2 per sp.,,,31076
BHR,YAMS,all,,,deltaE per km2 per sp.,,,31076
KWT,YAMS,all,,,deltaE per km2 per sp.,,,31076
QAT,YAMS,all,,,deltaE per km2 per sp.,,,31076
ARE,YAMS,all,,,deltaE per km2 per sp.,,,31076
TUR,YAMS,all,,,deltaE per km2 per sp.,,,31076
ISR,YAMS,all,,,deltaE per km2 per sp.,,,31076
BGD,YAMS,all,,,deltaE per km2 per sp.,,,31076
MMR,YAMS,all,,,deltaE per km2 per sp.,,,31076
IND,YAMS,all,,,deltaE per km2 per sp.,,,31076
BEN,YAMS,all,-1.54E-09,2.04E-10,deltaE per km2 per sp.,970,1223.664,31076
NER,YAMS,all,-1.38E-10,8.39E-13,deltaE per km2 per sp.,2,0.005,31076
NGA,YAMS,all,-2.72E-09,1.14E-10,deltaE per km2 per sp.,5553,30511.87299,31076
111,YAMS,all,,,deltaE per km2 per sp.,,,31076
112,YAMS,all,,,deltaE per km2 per sp.,,,31076
113,YAMS,all,,,deltaE per km2 per sp.,,,31076
114,YAMS,all,,,deltaE per km2 per sp.,,,31076
115,YAMS,all,,,deltaE per km2 per sp.,,,31076
116,YAMS,all,,,deltaE per km2 per sp.,,,31076
117,YAMS,all,,,deltaE per km2 per sp.,,,31076
118,YAMS,all,,,deltaE per km2 per sp.,,,31076
119,YAMS,all,,,deltaE per km2 per sp.,,,31076
120,YAMS,all,,,deltaE per km2 per sp.,,,31076
121,YAMS,all,,,deltaE per km2 per sp.,,,31076
122,YAMS,all,,,deltaE per km2 per sp.,,,31076
123,YAMS,all,,,deltaE per km2 per sp.,,,31076
124,YAMS,all,,,deltaE per km2 per sp.,,,31076
125,YAMS,all,,,deltaE per km2 per sp.,,,31076
126,YAMS,all,,,deltaE per km2 per sp.,,,31076
127,YAMS,all,,,deltaE per km2 per sp.,,,31076
128,YAMS,all,,,deltaE per km2 per sp.,,,31076
129,YAMS,all,,,deltaE per km2 per sp.,,,31076
ESH,YAMS,all,,,deltaE per km2 per sp.,,,31076
AFG,POTA,all,-1.04E-09,8.07E-11,deltaE per km2 per sp.,5245,214.0429997,31076
GBR,POTA,all,-3.61E-10,7.56E-10,deltaE per km2 per sp.,2548,1424.955001,31076
ALB,POTA,all,-9.16E-10,9.35E-11,deltaE per km2 per sp.,423,92.48000012,31076
DZA,POTA,all,-9.55E-10,8.99E-11,deltaE per km2 per sp.,794,1196.740001,31076
USA,POTA,all,-6.47E-10,2.69E-11,deltaE per km2 per sp.,41201,3969.451998,31076
ATA,POTA,all,,,deltaE per km2 per sp.,,,31076
ATG,POTA,all,,,deltaE per km2 per sp.,,,31076
ARG,POTA,all,-1.95E-09,6.57E-10,deltaE per km2 per sp.,3628,622.3709993,31076
AND,POTA,all,-9.81E-10,0,deltaE per km2 per sp.,1,0.004,31076
AGO,POTA,all,-2.38E-09,1.03E-10,deltaE per km2 per sp.,5473,979.3430004,31076
ARM,POTA,all,-7.01E-10,7.27E-11,deltaE per km2 per sp.,401,303.547001,31076
NLD,POTA,all,-8.72E-11,1.61E-12,deltaE per km2 per sp.,652,1546.297996,31076
AUS,POTA,all,-3.62E-09,1.61E-10,deltaE per km2 per sp.,7500,335.7989997,31076
AUT,POTA,all,-2.11E-10,1.08E-11,deltaE per km2 per sp.,793,224.893,31076
AZE,POTA,all,-3.52E-10,4.37E-11,deltaE per km2 per sp.,517,645.5460026,31076
BHS,POTA,all,,,deltaE per km2 per sp.,,,31076
BRB,POTA,all,,,deltaE per km2 per sp.,,,31076
BLR,POTA,all,-1.31E-10,1.18E-12,deltaE per km2 per sp.,3901,3632.940002,31076
BEL,POTA,all,-1.40E-10,3.08E-12,deltaE per km2 per sp.,384,797.8770008,31076
BLZ,POTA,all,-5.91E-09,1.52E-10,deltaE per km2 per sp.,36,0.199,31076
BTN,POTA,all,-8.66E-09,1.38E-09,deltaE per km2 per sp.,83,63.59399971,31076
BOL,POTA,all,-6.69E-09,7.61E-10,deltaE per km2 per sp.,2314,1786.507004,31076
BIH,POTA,all,-3.68E-10,2.27E-11,deltaE per km2 per sp.,655,367.1999996,31076
BWA,POTA,all,-1.71E-09,1.47E-11,deltaE per km2 per sp.,3,0.02,31076
NOR,POTA,all,-7.12E-11,1.79E-12,deltaE per km2 per sp.,916,118.714,31076
COL,POTA,all,-3.46E-08,3.24E-09,deltaE per km2 per sp.,512,1100.216003,31076
COM,POTA,all,,,deltaE per km2 per sp.,,,31076
BRA,POTA,all,-1.09E-08,4.57E-10,deltaE per km2 per sp.,5142,1416.044,31076
FRA,POTA,all,-2.33E-10,6.70E-11,deltaE per km2 per sp.,8469,1580.372,31076
COD,POTA,all,-2.67E-08,1.46E-09,deltaE per km2 per sp.,1581,204.877,31076
COG,POTA,all,-1.64E-09,1.99E-10,deltaE per km2 per sp.,5,6.107999939,31076
NZL,POTA,all,-3.24E-09,6.34E-09,deltaE per km2 per sp.,862,106.4330002,31076
BRN,POTA,all,,,deltaE per km2 per sp.,,,31076
BGR,POTA,all,-3.48E-10,8.05E-12,deltaE per km2 per sp.,1543,147.6429999,31076
BFA,POTA,all,-9.18E-10,1.09E-11,deltaE per km2 per sp.,219,8.343999992,31076
BDI,POTA,all,-1.42E-08,1.91E-09,deltaE per km2 per sp.,175,100.7329993,31076
CPV,POTA,all,-2.32E-08,4.81E-09,deltaE per km2 per sp.,42,3.130000037,31076
KHM,POTA,all,,,deltaE per km2 per sp.,,,31076
CMR,POTA,all,-8.53E-08,7.41E-09,deltaE per km2 per sp.,423,731.6820008,31076
CAN,POTA,all,-1.74E-10,3.20E-12,deltaE per km2 per sp.,14117,1312.747002,31076
CRI,POTA,all,-1.30E-07,2.41E-08,deltaE per km2 per sp.,26,25.6430003,31076
CIV,POTA,all,,,deltaE per km2 per sp.,,,31076
HRV,POTA,all,-3.63E-10,2.43E-11,deltaE per km2 per sp.,797,118.804,31076
CUB,POTA,all,-3.12E-08,2.72E-09,deltaE per km2 per sp.,1041,75.59499988,31076
CAF,POTA,all,-1.04E-09,9.67E-12,deltaE per km2 per sp.,3492,9.779000166,31076
TCD,POTA,all,-8.03E-10,6.28E-12,deltaE per km2 per sp.,4885,60.40800006,31076
CHL,POTA,all,-5.54E-09,1.07E-09,deltaE per km2 per sp.,1966,497.6620001,31076
CHN,POTA,all,-3.15E-09,7.02E-11,deltaE per km2 per sp.,47335,52361.99999,31076
CYP,POTA,all,-5.57E-09,7.32E-10,deltaE per km2 per sp.,109,44.81699989,31076
CZE,POTA,all,-1.79E-10,6.94E-13,deltaE per km2 per sp.,1161,274.229,31076
DNK,POTA,all,-6.75E-11,7.38E-13,deltaE per km2 per sp.,708,391.789,31076
DJI,POTA,all,,,deltaE per km2 per sp.,,,31076
DMA,POTA,all,-1.69E-07,2.45E-08,deltaE per km2 per sp.,2,0.058000001,31076
DOM,POTA,all,-3.69E-08,3.18E-08,deltaE per km2 per sp.,13,21.50800001,31076
ECU,POTA,all,-3.52E-08,7.14E-09,deltaE per km2 per sp.,226,456.5410005,31076
EGY,POTA,all,-2.33E-10,2.53E-11,deltaE per km2 per sp.,701,1474.335003,31076
SLV,POTA,all,-7.62E-08,1.88E-08,deltaE per km2 per sp.,7,2.041000031,31076
GNQ,POTA,all,,,deltaE per km2 per sp.,,,31076
ERI,POTA,all,-3.23E-09,3.80E-10,deltaE per km2 per sp.,98,0.704000004,31076
EST,POTA,all,-8.72E-11,9.76E-13,deltaE per km2 per sp.,847,92.64000021,31076
ETH,POTA,all,-4.03E-09,1.21E-10,deltaE per km2 per sp.,4343,610.7100005,31076
FJI,POTA,all,-2.81E-08,1.55E-09,deltaE per km2 per sp.,7,0.091000001,31076
FIN,POTA,all,-5.54E-11,5.13E-13,deltaE per km2 per sp.,3578,250.644,31076
GAB,POTA,all,,,deltaE per km2 per sp.,,,31076
GMB,POTA,all,,,deltaE per km2 per sp.,,,31076
MAR,POTA,all,-1.48E-09,4.44E-10,deltaE per km2 per sp.,404,592.0379995,31076
MOZ,POTA,all,-2.81E-09,7.90E-10,deltaE per km2 per sp.,3032,126.307,31076
NAM,POTA,all,-2.25E-09,9.10E-11,deltaE per km2 per sp.,1242,9.105000044,31076
GEO,POTA,all,-1.56E-09,1.89E-10,deltaE per km2 per sp.,232,197.6459998,31076
DEU,POTA,all,-1.49E-10,9.26E-13,deltaE per km2 per sp.,5758,2602.614,31076
GHA,POTA,all,,,deltaE per km2 per sp.,,,31076
GRC,POTA,all,-3.27E-09,2.21E-10,deltaE per km2 per sp.,1673,308.4910002,31076
GRL,POTA,all,,,deltaE per km2 per sp.,,,31076
GRD,POTA,all,,,deltaE per km2 per sp.,,,31076
NRU,POTA,all,,,deltaE per km2 per sp.,,,31076
GTM,POTA,all,-4.12E-08,7.92E-09,deltaE per km2 per sp.,125,186.3460001,31076
NPL,POTA,all,-6.60E-09,7.68E-10,deltaE per km2 per sp.,938,1829.972999,31076
GIN,POTA,all,-5.01E-09,5.49E-10,deltaE per km2 per sp.,724,47.87000054,31076
GNB,POTA,all,,,deltaE per km2 per sp.,,,31076
GUY,POTA,all,,,deltaE per km2 per sp.,,,31076
