,livestock,fcr,item_name,production,rum_feed_req,pasture_produced,g_rat,eff_yield_tonnes_km2,fp_m2_kg,fp_m2_kg_err,fp_m2_kg_perc,Country_ISO
37,bvmilk,0.7,"Milk, Total",101276991.0,70893893.69999999,91479384.94662969,0.18610425424486293,200.32685921486163,4.991841852456963,0.022822982980322294,0.004572056498362207,USA
38,sgmeat,15,Sheep and Goat Meat,74117.0,1111755.0,66946.87023323347,0.0029184789321001514,9.34858676336021,106.96803969550633,0.6831693907760735,0.00638666832374206,USA
39,other,15,"Meat, nes",,,,,,,,,USA
40,bvmeat,25,Beef and Buffalo Meat,932000.0,23300000.0,743379.163901156,0.6031487991385068,10.969471511437378,91.16209463303174,1.248347741553511,0.013693714987338429,GBR
41,bvmilk,0.7,"Milk, Total",15558000.0,10890600.0,12409327.287525952,0.28191640823595804,391.76683969419213,2.5525386497248888,0.034953736763498305,0.013693714987338429,GBR
42,sgmeat,15,Sheep and Goat Meat,296000.0,4440000.0,236094.6700801955,0.1149347926255352,18.2824525190623,54.697256779819035,0.8383822702409022,0.015327684048502953,GBR
43,other,15,"Meat, nes",,,,,,,,,GBR
44,bvmeat,25,Beef and Buffalo Meat,18086.0,452150.0,2334.037791437307,0.29275816718560044,2.657526533333333,376.2897519392595,19.258936569394976,0.05118113493695078,ARE
45,bvmilk,0.7,"Milk, Total",164934.0,115453.79999999999,21285.09283937415,0.07475404817563391,94.9116619047619,10.536113054299266,0.5392502239430593,0.05118113493695078,ARE
46,sgmeat,15,Sheep and Goat Meat,65123.0,976845.0,8404.265348433693,0.6324877846387656,4.429210888888889,225.77385116355563,13.433587436005164,0.05950019174839504,ARE
47,other,15,"Meat, nes",,,,,,,,,ARE
48,bvmeat,25,Beef and Buffalo Meat,345400.0,8635000.0,0.0,0.5646663894406456,,,,0.0045721801986330236,UKR
49,bvmilk,0.7,"Milk, Total",9263879.0,6484715.3,0.0,0.4240533613203837,,,,0.0045721801986330236,UKR
50,sgmeat,15,Sheep and Goat Meat,11500.0,172500.0,0.0,0.011280249238970627,,,,0.01981091234172393,UKR
51,other,15,"Meat, nes",,,,,,,,,UKR
52,bvmeat,25,Beef and Buffalo Meat,163889.0,4097225.0,163889.0,0.6814233538450956,4.525113979303858,220.9889086934866,4.830724973344654,0.02185958110705415,UGA
53,bvmilk,0.7,"Milk, Total",1766386.0,1236470.2,1766386.0,0.20564154290123585,161.61121354656632,6.187689443417627,0.13526029925365035,0.02185958110705415,UGA
54,sgmeat,15,Sheep and Goat Meat,45270.0,679050.0,45270.0,0.11293510325366855,7.541856632173095,132.593345216092,5.200464155616255,0.039221155082412903,UGA
55,other,15,"Meat, nes",,,,,,,,,UGA
56,bvmeat,25,Beef and Buffalo Meat,144416.0,3610400.0,93496.49568990173,0.522278519023305,0.562273209372448,1778.4948372626502,42.558106461449206,0.023929283104893364,TKM
57,bvmilk,0.7,"Milk, Total",1792931.0,1255051.7,1160763.1115235928,0.18155510280680293,20.081186049016,49.79785544335421,1.191626980920578,0.023929283104893364,TKM
58,sgmeat,15,Sheep and Goat Meat,136489.0,2047335.0,88364.46931239612,0.29616637816989205,0.9371220156207467,1067.09690235759,9.04720685117761,0.008478336720113392,TKM
59,other,15,"Meat, nes",,,,,,,,,TKM
60,bvmeat,25,Beef and Buffalo Meat,962010.0,24050250.0,508502.3132448744,0.5867483012355543,5.929019040842857,168.6619646709453,1.5775884391115724,0.009353551894106076,TUR
61,bvmilk,0.7,"Milk, Total",21839351.0,15287545.7,11543913.788075758,0.3729666622815107,211.75068003010202,4.722535010786469,0.04417247629512403,0.009353551894106076,TUR
62,sgmeat,15,Sheep and Goat Meat,110083.0,1651245.0,58188.02314834098,0.04028503648293481,9.88169840140476,101.1971788025672,1.3020661181290867,0.012866624678039498,TUR
63,other,15,"Meat, nes",,,,,,,,,TUR
64,bvmeat,25,Beef and Buffalo Meat,41600.0,1040000.0,8773.195426736258,0.34460081921555136,0.5359791410526316,1865.744248994576,68.8123007842108,0.03688195786817663,TUN
65,bvmilk,0.7,"Milk, Total",1437121.0,1005984.7,303080.36982852494,0.33332995359452944,19.14211218045113,52.24083897184813,1.9267444219579022,0.03688195786817663,TUN
66,sgmeat,15,Sheep and Goat Meat,64800.0,972000.0,13665.939030108402,0.32206922718991915,0.8932985684210526,1119.4465493967457,22.54419271787599,0.02013869508108694,TUN
67,other,15,"Meat, nes",,,,,,,,,TUN
68,bvmeat,25,Beef and Buffalo Meat,1101.0,27525.0,1101.0,0.8964688409903661,17.54502857142857,56.99620242445561,4.420766731128037,0.07756247860526229,TTO
69,bvmilk,0.7,"Milk, Total",2184.0,1528.8,2184.0,0.04979188243800441,626.6081632653062,1.5958936678847566,0.123781468471585,0.07756247860526229,TTO
70,sgmeat,15,Sheep and Goat Meat,110.0,1650.0,110.0,0.05373927657162957,29.241714285714284,34.197721454673356,2.7200686802855403,0.0795394711864297,TTO
71,other,15,"Meat, nes",,,,,,,,,TTO
72,bvmeat,25,Beef and Buffalo Meat,6447.0,161175.0,0.0,0.4246653989720555,,,,0.04369487219586195,TGO
73,bvmilk,0.7,"Milk, Total",11513.0,8059.099999999999,0.0,0.021234192131879586,,,,0.04369487219586195,TGO
74,sgmeat,15,Sheep and Goat Meat,14020.0,210300.0,0.0,0.5541004088960649,,,,0.023851384510487232,TGO
75,other,15,"Meat, nes",,,,,,,,,TGO
76,bvmeat,25,Beef and Buffalo Meat,2072.0,51800.0,2072.0,0.22336472657009662,6.184205333333334,161.70226344360276,7.75753815940333,0.047974208858918926,TLS
77,bvmilk,0.7,"Milk, Total",6111.0,4277.7,6111.0,0.018445700595538655,220.86447619047618,4.527663376420878,0.21721106846329327,0.047974208858918926,TLS
78,sgmeat,15,Sheep and Goat Meat,500.0,7500.0,500.0,0.03234045268872055,10.307008888888891,97.02135806616164,16.760883757267784,0.1727545778717925,TLS
79,other,15,"Meat, nes",11222.0,168330.0,11222.0,0.7258491201456441,10.30700888888889,97.02135806616165,,,TLS
80,bvmeat,25,Beef and Buffalo Meat,132043.0,3301075.0,0.0,0.7913950628234973,,,,0.012424012864143805,THA
81,bvmilk,0.7,"Milk, Total",1200000.0,840000.0,0.0,0.20138041479570676,,,,0.012424012864143805,THA
82,sgmeat,15,Sheep and Goat Meat,2009.0,30135.0,0.0,0.00722452238079598,,,,0.07202786992303717,THA
83,other,15,"Meat, nes",,,,,,,,,THA
84,bvmeat,25,Beef and Buffalo Meat,486736.0,12168400.0,406085.2617722085,0.7847738093162809,2.1560631916666666,463.8082983212501,5.56473591104008,0.01199792226913919,TZA
85,bvmilk,0.7,"Milk, Total",3221249.0,2254874.3,2687497.4183098534,0.14542308717172203,77.0022568452381,12.986632352995002,0.1558126055091222,0.01199792226913919,TZA
86,sgmeat,15,Sheep and Goat Meat,72156.0,1082340.0,60199.960858525934,0.06980310351199694,3.5934386527777784,278.28497899275,11.958671846729088,0.04297275364992172,TZA
87,other,15,"Meat, nes",,,,,,,,,TZA
88,bvmeat,25,Beef and Buffalo Meat,166323.0,4158075.0,122281.13862986265,0.719911551163778,4.3833749883870965,228.13471415274904,7.758205453676505,0.03400712374041396,TJK
89,bvmilk,0.7,"Milk, Total",1031941.0,722358.7,758685.9332674319,0.12506613570309583,156.54910672811056,6.3877719962769755,0.2172297527029422,0.03400712374041396,TJK
90,sgmeat,15,Sheep and Goat Meat,59692.0,895380.0,43885.72673108205,0.15502231313312614,7.3056249806451605,136.88082849164945,3.92551905125082,0.028678370042816478,TJK
91,other,15,"Meat, nes",,,,,,,,,TJK
92,bvmeat,25,Beef and Buffalo Meat,166323.0,4158075.0,166323.0,0.719911551163778,5.962130270967742,167.72528518362705,13.63217841116579,0.08127682356444449,TWN
93,bvmilk,0.7,"Milk, Total",1031941.0,722358.7,1031941.0,0.12506613570309583,212.93322396313363,4.696307985141557,0.3817009955126421,0.08127682356444449,TWN
94,sgmeat,15,Sheep and Goat Meat,59692.0,895380.0,59692.0,0.15502231313312614,9.936883784946238,100.6351711101762,22.719760205545263,0.22576361678434953,TWN
95,other,15,"Meat, nes",,,,,,,,,TWN
96,bvmeat,25,Beef and Buffalo Meat,64989.0,1624725.0,18342.927586576545,0.2933528622047276,0.7637765420968179,1309.2834682440903,35.72730999149774,0.02728768128372723,SYR
97,bvmilk,0.7,"Milk, Total",2153745.0,1507621.5,607887.312852195,0.2722091936459307,27.277733646314925,36.65993711083452,1.0003646797619363,0.02728768128372723,SYR
98,sgmeat,15,Sheep and Goat Meat,160408.0,2406120.0,45274.6207559367,0.4344379441493417,1.2729609034946965,785.570080946454,11.193694152306229,0.014249135021563037,SYR
99,other,15,"Meat, nes",,,,,,,,,SYR
100,bvmeat,25,Beef and Buffalo Meat,143663.0,3591575.0,115270.0305932628,0.5671694469206651,18.863691714069375,53.01189264316464,2.0394182342224907,0.03847095684642479,CHE
101,bvmilk,0.7,"Milk, Total",3794600.0,2656220.0,3044650.731846022,0.4194613305582116,673.7032755024778,1.4843329940086094,0.05710371055822972,0.03847095684642479,CHE
102,sgmeat,15,Sheep and Goat Meat,5644.0,84660.0,4528.542858414312,0.013369222521123323,31.439486190115634,31.807135585898774,0.7054444808878783,0.022178812014767738,CHE
103,other,15,"Meat, nes",,,,,,,,,CHE
104,bvmeat,25,Beef and Buffalo Meat,142520.0,3563000.0,116358.65902851163,0.638156721117453,39.337149119779085,25.42126265823343,0.48148355352843486,0.018940190343869175,SWE
105,bvmilk,0.7,"Milk, Total",2772740.0,1940917.9999999998,2263768.651660927,0.34763117228118007,1404.8981828492533,0.7117953544305358,0.01348153949879617,0.018940190343869175,SWE
106,sgmeat,15,Sheep and Goat Meat,5290.0,79350.0,4318.953874970716,0.014212106601366799,65.5619151996318,15.25275759494006,0.2716425695718042,0.017809407110876706,SWE
107,other,15,"Meat, nes",,,,,,,,,SWE
108,bvmeat,25,Beef and Buffalo Meat,16619.0,415475.0,10940.994800516854,0.8682697988397713,1.2600915999999998,793.593100692045,19.197080052224155,0.024190079318335216,SWZ
109,bvmilk,0.7,"Milk, Total",40163.0,28114.1,26441.01174397728,0.05875353258694558,45.003271428571416,22.220606819377263,0.5375182414622763,0.024190079318335216,SWZ
110,sgmeat,15,Sheep and Goat Meat,2328.0,34920.0,1532.621451086301,0.07297666857328315,2.100152666666666,476.15586041522715,16.476476924627782,0.03460311695052882,SWZ
111,other,15,"Meat, nes",,,,,,,,,SWZ
112,bvmeat,25,Beef and Buffalo Meat,1724.0,43100.0,392.37720438253336,0.9382435471266019,2.6137749999999995,382.5884018325985,16.683599783341226,0.04360717602370271,SUR
113,bvmilk,0.7,"Milk, Total",3667.0,2566.8999999999996,834.5981487649361,0.055878825083973876,93.34910714285714,10.712475251312759,0.4671407939335544,0.04360717602370271,SUR
114,sgmeat,15,Sheep and Goat Meat,18.0,270.0,4.096745753413922,0.005877627789424188,4.3562916666666665,229.55304109955907,19.887425334145878,0.08663542525459524,SUR
115,other,15,"Meat, nes",,,,,,,,,SUR
116,bvmeat,25,Beef and Buffalo Meat,144733.0,3618325.0,136581.03604747134,0.5668346600323622,0.9349083335273347,1069.623581412607,10.423794265122126,0.009745292125437116,SSD
117,bvmilk,0.7,"Milk, Total",3057310.0,2140117.0,2885109.5971084316,0.33526355209232966,33.38958334026196,29.949460279553,0.29186623942341955,0.009745292125437116,SSD
118,sgmeat,15,Sheep and Goat Meat,41663.0,624945.0,39316.366722487604,0.0979017878753082,1.558180555878891,641.7741488475643,8.793590714233359,0.013702002067275591,SSD
119,other,15,"Meat, nes",,,,,,,,,SSD
120,bvmeat,25,Beef and Buffalo Meat,389367.0,9734175.0,363356.42955920845,0.517829739993446,0.7672610553939686,1303.3373621270612,14.08189633453796,0.010804490643586054,SDN
121,bvmilk,0.7,"Milk, Total",4655239.0,3258667.3,4344258.814395621,0.17335160305666833,27.402180549784593,36.49344613955771,0.3942930973670629,0.010804490643586054,SDN
122,sgmeat,15,Sheep and Goat Meat,387012.0,5805180.0,361158.7487295235,0.30881865694988564,1.2787684256566143,782.0024172762368,11.022913133455315,0.014095753273818271,SDN
123,other,15,"Meat, nes",,,,,,,,,SDN
124,bvmeat,25,Beef and Buffalo Meat,26122.0,653050.0,26122.0,0.6399681549572568,9.276739999999998,107.79648885276511,2.729676486899345,0.025322499053078623,LKA
125,bvmilk,0.7,"Milk, Total",507552.0,355286.39999999997,507552.0,0.34816933142853673,331.3121428571429,3.0183016878774223,0.07643094163318163,0.025322499053078623,LKA
126,sgmeat,15,Sheep and Goat Meat,807.0,12105.0,807.0,0.011862513614206559,15.461233333333332,64.67789331165906,2.658575532041341,0.04110485663518198,LKA
127,other,15,"Meat, nes",,,,,,,,,LKA
128,bvmeat,25,Beef and Buffalo Meat,677740.0,16943500.0,677740.0,0.6803824967562017,10.489581616645657,95.33268690270017,1.7112199116441433,0.017949980927220412,ESP
129,bvmilk,0.7,"Milk, Total",8686220.0,6080354.0,8686220.0,0.2441624478815804,374.62791488020207,2.6693152332756047,0.04791415752603601,0.017949980927220412,ESP
130,sgmeat,15,Sheep and Goat Meat,125270.0,1879050.0,125270.0,0.075455055362218,17.48263602774276,57.199612141620115,0.7810577460068338,0.013654948290086625,ESP
131,other,15,"Meat, nes",,,,,,,,,ESP
132,bvmeat,25,Beef and Buffalo Meat,287000.0,7175000.0,200899.69796105011,0.8474718008630487,423.31728357142845,2.362294285655514,0.04803266365029331,0.020333056699142253,KOR
133,bvmilk,0.7,"Milk, Total",1806012.0,1264208.4,1264206.4993520281,0.1493213894653928,15118.474413265303,0.06614423999835436,0.0013449145822082122,0.020333056699142253,KOR
134,sgmeat,15,Sheep and Goat Meat,1810.0,27150.0,1266.998095155055,0.0032068096715584353,705.5288059523808,1.417376571393308,0.033571850548233424,0.02368590763090691,KOR
135,other,15,"Meat, nes",,,,,,,,,KOR
136,bvmeat,25,Beef and Buffalo Meat,1038688.0,25967200.0,1038688.0,0.8298395409414276,1.4913655800209704,670.5264043883451,4.950091150086568,0.007382395559205526,ZAF
137,bvmilk,0.7,"Milk, Total",3821518.0,2675062.5999999996,3821518.0,0.08548756585128861,53.26305642932038,18.77473932287366,0.13860255220242387,0.007382395559205526,ZAF
138,sgmeat,15,Sheep and Goat Meat,176638.0,2649570.0,176638.0,0.08467289320728374,2.4856093000349504,402.3158426330071,2.4624465421806434,0.006120680026083113,ZAF
139,other,15,"Meat, nes",,,,,,,,,ZAF
140,bvmeat,25,Beef and Buffalo Meat,55000.0,1375000.0,55000.0,0.32529442871898884,0.39320371162790707,2543.21098816664,40.207692863655616,0.015809814069984298,SOM
141,bvmilk,0.7,"Milk, Total",2209207.0,1546444.9,2209207.0,0.36585448021155914,14.04298970099668,71.2099076686659,1.125815400182357,0.015809814069984298,SOM
142,sgmeat,15,Sheep and Goat Meat,87033.0,1305495.0,87033.0,0.3088510910694519,0.6553395193798449,1525.9265928999844,28.065745060991986,0.018392591879307744,SOM
143,other,15,"Meat, nes",,,,,,,,,SOM
144,bvmeat,25,Beef and Buffalo Meat,774.0,19350.0,640.1756671739292,0.8977618588078095,8.913495000000001,112.18943859843976,1.8538195727353484,0.016524011492478667,SLB
145,bvmilk,0.7,"Milk, Total",3148.0,2203.6,2603.7118866453866,0.10223814119219063,318.33910714285713,3.141304280756314,0.05190694803658977,0.016524011492478667,SLB
146,sgmeat,15,Sheep and Goat Meat,,,,,,,,,SLB
147,other,15,"Meat, nes",,,,,,,,,SLB
148,bvmeat,25,Beef and Buffalo Meat,10920.0,273000.0,2370.210616860336,0.2920010952715075,1.5639940655105975,639.3886153740166,13.338270671427384,0.020860976174286484,SVK
149,bvmilk,0.7,"Milk, Total",929540.0,650678.0,201758.75245387878,0.6959658925607105,55.85693091109276,17.902881230472467,0.37347157879996684,0.020860976174286484,SVK
150,sgmeat,15,Sheep and Goat Meat,750.0,11250.0,162.78919071842964,0.012033012167781904,2.606656775850995,383.6331692244101,12.09985865095867,0.0315401785393607,SVK
151,other,15,"Meat, nes",,,,,,,,,SVK
152,bvmeat,25,Beef and Buffalo Meat,36500.0,912500.0,36500.0,0.6602080831174845,14.682530408455943,68.10815112796098,2.9672798493405104,0.043567176618340614,SVN
153,bvmilk,0.7,"Milk, Total",633200.0,443240.0,633200.0,0.32069110220382885,524.3760860162836,1.907028231582908,0.08308383578153432,0.043567176618340614,SVN
154,sgmeat,15,Sheep and Goat Meat,1760.0,26400.0,1760.0,0.019100814678686674,24.470884014093233,40.8648906767766,0.9327473090554225,0.02282515121435282,SVN
155,other,15,"Meat, nes",,,,,,,,,SVN
156,bvmeat,25,Beef and Buffalo Meat,36500.0,912500.0,36500.0,0.6602080831174845,14.682530408455943,68.10815112796098,6.584687185538273,0.09667986983183588,SGP
157,bvmilk,0.7,"Milk, Total",633200.0,443240.0,633200.0,0.32069110220382885,524.3760860162836,1.907028231582908,0.1843712411950717,0.09667986983183588,SGP
158,sgmeat,15,Sheep and Goat Meat,1760.0,26400.0,1760.0,0.019100814678686674,24.470884014093233,40.8648906767766,,,SGP
159,other,15,"Meat, nes",,,,,,,,,SGP
160,bvmeat,25,Beef and Buffalo Meat,9397.0,234925.0,4416.180209419664,0.593933822739354,0.3379761454545455,2958.7886998802705,149.05501413294516,0.050377039137325615,SLE
161,bvmilk,0.7,"Milk, Total",150551.0,105385.7,70752.40467259122,0.2664345287349696,12.070576623376626,82.84608359664759,4.1735403957224655,0.050377039137325615,SLE
162,sgmeat,15,Sheep and Goat Meat,3682.0,55230.0,1730.3794329129723,0.13963164852567636,0.5632935757575759,1775.2732199281625,43.91092126423197,0.024734739853738603,SLE
163,other,15,"Meat, nes",,,,,,,,,SLE
164,bvmeat,25,Beef and Buffalo Meat,66926.0,1673150.0,0.0,0.5118233910585526,,,,0.019660481853412796,SRB
165,bvmilk,0.7,"Milk, Total",1583741.0,1108618.7,0.0,0.33913096998172554,,,,0.019660481853412796,SRB
166,sgmeat,15,Sheep and Goat Meat,32482.0,487230.0,0.0,0.1490456389597218,,,,0.024143691216069393,SRB
167,other,15,"Meat, nes",,,,,,,,,SRB
168,bvmeat,25,Beef and Buffalo Meat,77007.0,1925175.0,50236.25935287055,0.6728480814283969,1.333252014285714,750.0457447542257,11.774585130931067,0.015698489343192464,SEN
169,bvmilk,0.7,"Milk, Total",247154.0,173007.8,161233.2962470862,0.06046617388141223,47.61614336734693,21.001280853118317,0.32968838366606984,0.015698489343192464,SEN
170,sgmeat,15,Sheep and Goat Meat,50870.0,763050.0,33185.535253685055,0.2666857446901909,2.2220866904761905,450.0274468525354,12.021627791126608,0.02671309911252112,SEN
171,other,15,"Meat, nes",,,,,,,,,SEN
172,bvmeat,25,Beef and Buffalo Meat,42000.0,1050000.0,1230.5438095280736,0.19882578038692747,0.0036406209411764404,274678.41781870794,5293.205935309398,0.019270556374046822,SAU
173,bvmilk,0.7,"Milk, Total",2911179.0,2037825.2999999998,85293.64992566971,0.3858782910140234,0.1300221764705872,7690.99569892382,148.2097661886631,0.019270556374046822,SAU
174,sgmeat,15,Sheep and Goat Meat,146212.0,2193180.0,4283.81598758854,0.4152959285990491,0.006067701568627401,164807.05069122472,2212.8688654194893,0.013427027885872576,SAU
175,other,15,"Meat, nes",,,,,,,,,SAU
176,bvmeat,25,Beef and Buffalo Meat,193.0,4825.0,193.0,0.8968568188999796,21.519599999999997,46.46926522797822,6.533918959797894,0.14060732244726676,STP
177,bvmilk,0.7,"Milk, Total",557.0,389.9,557.0,0.07247346604955482,768.5571428571428,1.3011394263833902,0.18294973087434105,0.14060732244726676,STP
178,sgmeat,15,Sheep and Goat Meat,11.0,165.0,11.0,0.030669715050465625,35.866,27.881559136786926,4.308167912323357,0.15451675034338955,STP
179,other,15,"Meat, nes",,,,,,,,,STP
180,bvmeat,25,Beef and Buffalo Meat,196.0,4900.0,0.0,0.7201116907928576,,,,0.36231908171302535,VCT
181,bvmilk,0.7,"Milk, Total",985.0,689.5,0.0,0.10133000220442355,,,,0.36231908171302535,VCT
182,sgmeat,15,Sheep and Goat Meat,81.0,1215.0,0.0,0.1785583070027188,,,,0.1346895153005503,VCT
183,other,15,"Meat, nes",,,,,,,,,VCT
184,bvmeat,25,Beef and Buffalo Meat,417.0,10425.0,417.0,0.7729436362827529,145.8097297297297,6.858252887880543,1.361915565921807,0.19858054058177052,LCA
185,bvmilk,0.7,"Milk, Total",1032.0,722.4,1032.0,0.05356110147248543,5207.490347490348,0.19203108086065512,0.03813363584581058,0.19858054058177052,LCA
186,sgmeat,15,Sheep and Goat Meat,156.0,2340.0,156.0,0.17349526224476178,243.0162162162162,4.114951732728325,1.19233348480897,0.28975637194617115,LCA
187,other,15,"Meat, nes",,,,,,,,,LCA
188,bvmeat,25,Beef and Buffalo Meat,45.0,1125.0,45.0,0.8333333333333334,6.0,166.66666666666666,,,KNA
189,bvmilk,0.7,"Milk, Total",,,,,,,,,KNA
190,sgmeat,15,Sheep and Goat Meat,15.0,225.0,15.0,0.16666666666666666,10.0,100.0,,,KNA
191,other,15,"Meat, nes",,,,,,,,,KNA
192,bvmeat,25,Beef and Buffalo Meat,34776.0,869400.0,25670.25365503031,0.6331440188536219,10.186959497487436,98.16471737682329,2.760945617723246,0.028125641182512137,RWA
193,bvmilk,0.7,"Milk, Total",253439.0,177407.3,187078.54313541597,0.12919757406943885,363.8199820531228,2.7486120865510517,0.07730647729625087,0.028125641182512137,RWA
194,sgmeat,15,Sheep and Goat Meat,21756.0,326340.0,16059.409895296738,0.23765840707693922,16.978265829145727,58.89883042609398,3.2613517927688362,0.05537209769999028,RWA
195,other,15,"Meat, nes",,,,,,,,,RWA
196,bvmeat,25,Beef and Buffalo Meat,1633742.0,40843550.0,1160987.7816144933,0.6130962074116334,2.057149198279234,486.10961267976137,1.9289286999533248,0.003968094128646787,RUS
197,bvmilk,0.7,"Milk, Total",32219165.0,22553415.5,22895938.831725776,0.33854582932259186,73.46961422425836,13.611069155033316,0.05401000359869309,0.003968094128646787,RUS
198,sgmeat,15,Sheep and Goat Meat,214769.0,3221535.0,152621.51849530902,0.048357963265774795,3.4285819971320572,291.6657676078567,2.856304212637487,0.009793073201781344,RUS
199,other,15,"Meat, nes",,,,,,,,,RUS
200,bvmeat,25,Beef and Buffalo Meat,87490.0,2187250.0,0.0,0.3608966108966109,,,,0.007737823137587043,ROU
201,bvmilk,0.7,"Milk, Total",4362500.0,3053750.0,0.0,0.5038692538692539,,,,0.007737823137587043,ROU
202,sgmeat,15,Sheep and Goat Meat,54640.0,819600.0,0.0,0.13523413523413524,,,,0.010335083469282238,ROU
203,other,15,"Meat, nes",,,,,,,,,ROU
204,bvmeat,25,Beef and Buffalo Meat,1512.0,37800.0,0.0,0.24897118257359802,,,,0.13090804851117707,QAT
205,bvmilk,0.7,"Milk, Total",51614.0,36129.799999999996,0.0,0.237970344765809,,,,0.13090804851117707,QAT
206,sgmeat,15,Sheep and Goat Meat,5193.0,77895.0,0.0,0.513058472660593,,,,0.16295702934182069,QAT
207,other,15,"Meat, nes",,,,,,,,,QAT
208,bvmeat,25,Beef and Buffalo Meat,97780.0,2444500.0,84782.18675616111,0.5891661870427304,6.809395586720924,146.85591213853266,5.770238109871916,0.03929183391969071,PRT
209,bvmilk,0.7,"Milk, Total",2099120.0,1469384.0,1820085.7421107888,0.3541466019969709,243.19269952574732,4.111965539878914,0.16156666707641362,0.03929183391969071,PRT
210,sgmeat,15,Sheep and Goat Meat,15680.0,235200.0,13595.670774561324,0.0566872109602987,11.348992644534873,88.1135472831196,1.829394771095934,0.02076178780111831,PRT
211,other,15,"Meat, nes",,,,,,,,,PRT
212,bvmeat,25,Beef and Buffalo Meat,559460.0,13986500.0,559460.0,0.5735825428811031,30.45202497658445,32.83853867744205,0.3686577469643453,0.011226374918369595,POL
213,bvmilk,0.7,"Milk, Total",14830870.0,10381609.0,14830870.0,0.4257469480868942,1087.572320592302,0.9194790829683774,0.010322416915001667,0.011226374918369595,POL
214,sgmeat,15,Sheep and Goat Meat,1090.0,16350.0,1090.0,0.0006705090320027194,50.753374960974085,19.703123206465232,0.40154508486989055,0.020379768256137718,POL
215,other,15,"Meat, nes",,,,,,,,,POL
216,bvmeat,25,Beef and Buffalo Meat,174768.0,4369200.0,174768.0,0.8996879632079267,12.950267733333334,77.21848077519282,1.7890901027233348,0.023169195829324026,PHL
217,bvmilk,0.7,"Milk, Total",17222.0,12055.4,17222.0,0.0024823991283660254,462.50956190476194,2.162117461705399,0.050094522876253385,0.023169195829324026,PHL
218,sgmeat,15,Sheep and Goat Meat,31673.0,475095.0,31673.0,0.0978296376637073,21.583779555555555,46.3310884651157,2.7397767304064033,0.05913473698053257,PHL
219,other,15,"Meat, nes",,,,,,,,,PHL
220,bvmeat,25,Beef and Buffalo Meat,183941.0,4598525.0,183941.0,0.6895181500627745,1.4189758085106383,704.733649440862,12.18433681612159,0.017289279184822072,PER
221,bvmilk,0.7,"Milk, Total",2158459.0,1510921.2999999998,2158459.0,0.22655257058870884,50.67770744680852,19.732542184344137,0.34116143085140455,0.017289279184822072,PER
222,sgmeat,15,Sheep and Goat Meat,37316.0,559740.0,37316.0,0.08392927934851663,2.364959680851064,422.84018966451725,8.62148904730993,0.020389473985787037,PER
223,other,15,"Meat, nes",,,,,,,,,PER
224,bvmeat,25,Beef and Buffalo Meat,515612.0,12890300.0,316990.70479024074,0.9686373860787023,2.730500049227627,366.233284003371,4.016177769329015,0.010966173596859774,PRY
225,bvmilk,0.7,"Milk, Total",541033.0,378723.1,332619.1632172609,0.028459023733475787,97.5178589009867,10.254531952094387,0.11245297754121239,0.010966173596859774,PRY
226,sgmeat,15,Sheep and Goat Meat,2576.0,38640.0,1583.6870661265839,0.0029035901878219326,4.550833415379378,219.7399704020226,2.5763195389062767,0.011724401046349477,PRY
227,other,15,"Meat, nes",,,,,,,,,PRY
228,bvmeat,25,Beef and Buffalo Meat,3128.0,78200.0,3128.0,0.012604745109487846,130.61079578947368,7.65633494502139,0.20772892782304647,0.02713164057146224,PNG
229,bvmilk,0.7,"Milk, Total",204.0,142.79999999999998,204.0,2.3017360634716934e-05,4664.671278195489,0.2143773784605989,0.0058164099790453,0.02713164057146224,PNG
230,sgmeat,15,Sheep and Goat Meat,43.0,645.0,43.0,0.00010396496925344836,217.68465964912278,4.593800967012835,0.029872169417481085,0.006502713032625304,PNG
231,other,15,"Meat, nes",408335.0,6125025.0,408335.0,0.987268272560624,217.6846596491228,4.593800967012834,,,PNG
232,bvmeat,25,Beef and Buffalo Meat,71213.0,1780325.0,71213.0,0.9224643894004149,5.115880980781975,195.46975462418743,7.637945154083141,0.03907481834602979,PAN
233,bvmilk,0.7,"Milk, Total",213773.0,149641.09999999998,213773.0,0.07753561059958512,182.71003502792772,5.4731531294772475,0.21386246431432793,0.03907481834602979,PAN
234,sgmeat,15,Sheep and Goat Meat,,,,,,,,0.041349324490082114,PAN
235,other,15,"Meat, nes",,,,,,,,,PAN
236,bvmeat,25,Beef and Buffalo Meat,2297000.0,57425000.0,2111095.8693744605,0.5164861850625989,81.74839639200002,12.232655857917978,0.1483658886822968,0.01212867347905175,PAK
237,bvmilk,0.7,"Milk, Total",60770000.0,42539000.0,55851674.34997212,0.3826000143905598,2919.5855854285714,0.3425143640217035,0.0041542448831043115,0.01212867347905175,PAK
238,sgmeat,15,Sheep and Goat Meat,748000.0,11220000.0,687461.780710534,0.10091380054684128,136.24732732,7.339593514750788,0.08674554158869124,0.011818848198385091,PAK
239,other,15,"Meat, nes",,,,,,,,,PAK
240,bvmeat,25,Beef and Buffalo Meat,15333.0,383325.0,7884.638802158419,0.2851445863255569,2.0467336195410812,488.58336544265103,31.581429775946567,0.0646387740756056,OMN
