ISO3,item_name,band_name,deltaE_mean,deltaE_mean_sem,unit,pixel_count,physical_area_km2,sp_count
COM,PIGE,all,,,deltaE per km2 per sp.,,,31080
BRA,PIGE,all,,,deltaE per km2 per sp.,,,31080
FRA,PIGE,all,,,deltaE per km2 per sp.,,,31080
COD,PIGE,all,-2.7193041440919845e-09,3.752000631233351e-10,deltaE per km2 per sp.,3571.0,88.94500007353723,31080
COG,PIGE,all,-1.4243436424172852e-09,1.9522340391430575e-11,deltaE per km2 per sp.,2.0,0.01199999988079071,31080
NZL,PIGE,all,,,deltaE per km2 per sp.,,,31080
BRN,PIGE,all,,,deltaE per km2 per sp.,,,31080
BGR,PIGE,all,,,deltaE per km2 per sp.,,,31080
BFA,PIGE,all,,,deltaE per km2 per sp.,,,31080
BDI,PIGE,all,-4.428792577542362e-09,1.6363743523145202e-09,deltaE per km2 per sp.,203.0,25.862999938651917,31080
CPV,PIGE,all,,,deltaE per km2 per sp.,,,31080
KHM,PIGE,all,,,deltaE per km2 per sp.,,,31080
CMR,PIGE,all,,,deltaE per km2 per sp.,,,31080
CAN,PIGE,all,,,deltaE per km2 per sp.,,,31080
CRI,PIGE,all,,,deltaE per km2 per sp.,,,31080
CIV,PIGE,all,,,deltaE per km2 per sp.,,,31080
HRV,PIGE,all,,,deltaE per km2 per sp.,,,31080
CUB,PIGE,all,,,deltaE per km2 per sp.,,,31080
CAF,PIGE,all,,,deltaE per km2 per sp.,,,31080
TCD,PIGE,all,,,deltaE per km2 per sp.,,,31080
CHL,PIGE,all,,,deltaE per km2 per sp.,,,31080
CHN,PIGE,all,,,deltaE per km2 per sp.,,,31080
CYP,PIGE,all,,,deltaE per km2 per sp.,,,31080
CZE,PIGE,all,,,deltaE per km2 per sp.,,,31080
DNK,PIGE,all,,,deltaE per km2 per sp.,,,31080
DJI,PIGE,all,,,deltaE per km2 per sp.,,,31080
DMA,PIGE,all,,,deltaE per km2 per sp.,,,31080
DOM,PIGE,all,-2.928766059971325e-08,2.5200155572925773e-09,deltaE per km2 per sp.,491.0,198.96699988365174,31080
ECU,PIGE,all,,,deltaE per km2 per sp.,,,31080
EGY,PIGE,all,,,deltaE per km2 per sp.,,,31080
SLV,PIGE,all,,,deltaE per km2 per sp.,,,31080
GNQ,PIGE,all,,,deltaE per km2 per sp.,,,31080
ERI,PIGE,all,,,deltaE per km2 per sp.,,,31080
EST,PIGE,all,,,deltaE per km2 per sp.,,,31080
ETH,PIGE,all,,,deltaE per km2 per sp.,,,31080
FJI,PIGE,all,,,deltaE per km2 per sp.,,,31080
FIN,PIGE,all,,,deltaE per km2 per sp.,,,31080
GAB,PIGE,all,,,deltaE per km2 per sp.,,,31080
GMB,PIGE,all,,,deltaE per km2 per sp.,,,31080
MAR,PIGE,all,,,deltaE per km2 per sp.,,,31080
MOZ,PIGE,all,-1.673770630857507e-09,1.976175915625444e-10,deltaE per km2 per sp.,6.0,12.122000122070311,31080
NAM,PIGE,all,,,deltaE per km2 per sp.,,,31080
GEO,PIGE,all,,,deltaE per km2 per sp.,,,31080
DEU,PIGE,all,,,deltaE per km2 per sp.,,,31080
GHA,PIGE,all,,,deltaE per km2 per sp.,,,31080
GRC,PIGE,all,,,deltaE per km2 per sp.,,,31080
GRL,PIGE,all,,,deltaE per km2 per sp.,,,31080
GRD,PIGE,all,-2.4281015167871967e-07,2.169263098729934e-08,deltaE per km2 per sp.,4.0,0.5800000000000001,31080
NRU,PIGE,all,,,deltaE per km2 per sp.,,,31080
GTM,PIGE,all,,,deltaE per km2 per sp.,,,31080
NPL,PIGE,all,-3.909859894433268e-09,1.4383036283546148e-09,deltaE per km2 per sp.,792.0,167.0350003424287,31080
GIN,PIGE,all,,,deltaE per km2 per sp.,,,31080
GNB,PIGE,all,,,deltaE per km2 per sp.,,,31080
GUY,PIGE,all,,,deltaE per km2 per sp.,,,31080
HTI,PIGE,all,-1.3419371436980494e-07,1.4315533040058172e-08,deltaE per km2 per sp.,301.0,292.75699774265286,31080
JOR,PIGE,all,,,deltaE per km2 per sp.,,,31080
HND,PIGE,all,,,deltaE per km2 per sp.,,,31080
HUN,PIGE,all,,,deltaE per km2 per sp.,,,31080
ISL,PIGE,all,,,deltaE per km2 per sp.,,,31080
IDN,PIGE,all,,,deltaE per km2 per sp.,,,31080
IRN,PIGE,all,,,deltaE per km2 per sp.,,,31080
IRQ,PIGE,all,,,deltaE per km2 per sp.,,,31080
IRL,PIGE,all,,,deltaE per km2 per sp.,,,31080
KAZ,PIGE,all,,,deltaE per km2 per sp.,,,31080
KEN,PIGE,all,-4.822213239076728e-09,1.0108821299683786e-09,deltaE per km2 per sp.,657.0,1309.3830002953114,31080
KIR,PIGE,all,,,deltaE per km2 per sp.,,,31080
PRK,PIGE,all,,,deltaE per km2 per sp.,,,31080
KOR,PIGE,all,,,deltaE per km2 per sp.,,,31080
XKX,PIGE,all,,,deltaE per km2 per sp.,,,31080
SRB,PIGE,all,,,deltaE per km2 per sp.,,,31080
SYC,PIGE,all,,,deltaE per km2 per sp.,,,31080
SLE,PIGE,all,,,deltaE per km2 per sp.,,,31080
SGP,PIGE,all,,,deltaE per km2 per sp.,,,31080
ITA,PIGE,all,,,deltaE per km2 per sp.,,,31080
JAM,PIGE,all,-7.524021394987661e-08,5.754367350081746e-09,deltaE per km2 per sp.,126.0,5.334999990165234,31080
JPN,PIGE,all,,,deltaE per km2 per sp.,,,31080
KGZ,PIGE,all,,,deltaE per km2 per sp.,,,31080
LAO,PIGE,all,,,deltaE per km2 per sp.,,,31080
LVA,PIGE,all,,,deltaE per km2 per sp.,,,31080
LBN,PIGE,all,,,deltaE per km2 per sp.,,,31080
LSO,PIGE,all,,,deltaE per km2 per sp.,,,31080
LBR,PIGE,all,,,deltaE per km2 per sp.,,,31080
LBY,PIGE,all,,,deltaE per km2 per sp.,,,31080
LIE,PIGE,all,,,deltaE per km2 per sp.,,,31080
LTU,PIGE,all,,,deltaE per km2 per sp.,,,31080
LUX,PIGE,all,,,deltaE per km2 per sp.,,,31080
MCO,PIGE,all,,,deltaE per km2 per sp.,,,31080
MNG,PIGE,all,,,deltaE per km2 per sp.,,,31080
MNE,PIGE,all,,,deltaE per km2 per sp.,,,31080
MKD,PIGE,all,,,deltaE per km2 per sp.,,,31080
MDG,PIGE,all,,,deltaE per km2 per sp.,,,31080
MWI,PIGE,all,-5.937231816897123e-09,1.0259777066398879e-09,deltaE per km2 per sp.,961.0,2518.82000228323,31080
MYS,PIGE,all,,,deltaE per km2 per sp.,,,31080
MDV,PIGE,all,,,deltaE per km2 per sp.,,,31080
MLI,PIGE,all,,,deltaE per km2 per sp.,,,31080
MLT,PIGE,all,,,deltaE per km2 per sp.,,,31080
MHL,PIGE,all,,,deltaE per km2 per sp.,,,31080
MRT,PIGE,all,,,deltaE per km2 per sp.,,,31080
MUS,PIGE,all,,,deltaE per km2 per sp.,,,31080
MEX,PIGE,all,,,deltaE per km2 per sp.,,,31080
FSM,PIGE,all,,,deltaE per km2 per sp.,,,31080
MDA,PIGE,all,,,deltaE per km2 per sp.,,,31080
NIC,PIGE,all,,,deltaE per km2 per sp.,,,31080
OMN,PIGE,all,,,deltaE per km2 per sp.,,,31080
PAK,PIGE,all,-4.062369978910161e-10,9.503886850475326e-11,deltaE per km2 per sp.,42.0,0.16800000250339509,31080
PLW,PIGE,all,,,deltaE per km2 per sp.,,,31080
PAN,PIGE,all,-2.544219959654163e-08,2.0883088722703568e-09,deltaE per km2 per sp.,394.0,38.80099996291101,31080
PNG,PIGE,all,,,deltaE per km2 per sp.,,,31080
PRY,PIGE,all,,,deltaE per km2 per sp.,,,31080
PER,PIGE,all,,,deltaE per km2 per sp.,,,31080
PHL,PIGE,all,-3.578393768521709e-08,4.15881929794998e-09,deltaE per km2 per sp.,522.0,4.168000023514033,31080
POL,PIGE,all,,,deltaE per km2 per sp.,,,31080
PRT,PIGE,all,,,deltaE per km2 per sp.,,,31080
ROU,PIGE,all,,,deltaE per km2 per sp.,,,31080
RUS,PIGE,all,,,deltaE per km2 per sp.,,,31080
RWA,PIGE,all,,,deltaE per km2 per sp.,,,31080
WSM,PIGE,all,,,deltaE per km2 per sp.,,,31080
SMR,PIGE,all,,,deltaE per km2 per sp.,,,31080
TON,PIGE,all,,,deltaE per km2 per sp.,,,31080
TTO,PIGE,all,-3.056528176578985e-08,8.4442088595976e-09,deltaE per km2 per sp.,50.0,6.74599995315075,31080
TUN,PIGE,all,,,deltaE per km2 per sp.,,,31080
TKM,PIGE,all,,,deltaE per km2 per sp.,,,31080
STP,PIGE,all,,,deltaE per km2 per sp.,,,31080
SAU,PIGE,all,,,deltaE per km2 per sp.,,,31080
SEN,PIGE,all,,,deltaE per km2 per sp.,,,31080
SVK,PIGE,all,,,deltaE per km2 per sp.,,,31080
SVN,PIGE,all,,,deltaE per km2 per sp.,,,31080
SLB,PIGE,all,,,deltaE per km2 per sp.,,,31080
SOM,PIGE,all,,,deltaE per km2 per sp.,,,31080
ZAF,PIGE,all,,,deltaE per km2 per sp.,,,31080
SSD,PIGE,all,,,deltaE per km2 per sp.,,,31080
ESP,PIGE,all,,,deltaE per km2 per sp.,,,31080
LKA,PIGE,all,,,deltaE per km2 per sp.,,,31080
KNA,PIGE,all,,,deltaE per km2 per sp.,,,31080
LCA,PIGE,all,,,deltaE per km2 per sp.,,,31080
VCT,PIGE,all,-2.402238615715816e-07,3.230821986989625e-08,deltaE per km2 per sp.,2.0,0.33399999618530274,31080
SDN,PIGE,all,,,deltaE per km2 per sp.,,,31080
SUR,PIGE,all,,,deltaE per km2 per sp.,,,31080
SWZ,PIGE,all,,,deltaE per km2 per sp.,,,31080
SWE,PIGE,all,,,deltaE per km2 per sp.,,,31080
CHE,PIGE,all,,,deltaE per km2 per sp.,,,31080
SYR,PIGE,all,,,deltaE per km2 per sp.,,,31080
TWN,PIGE,all,,,deltaE per km2 per sp.,,,31080
TJK,PIGE,all,,,deltaE per km2 per sp.,,,31080
TZA,PIGE,all,-5.202571422799366e-09,5.485490557551133e-10,deltaE per km2 per sp.,6040.0,1372.3510005370529,31080
THA,PIGE,all,-5.211454379150382e-09,0.0,deltaE per km2 per sp.,1.0,0.004000000059604645,31080
TLS,PIGE,all,,,deltaE per km2 per sp.,,,31080
TGO,PIGE,all,,,deltaE per km2 per sp.,,,31080
TUV,PIGE,all,,,deltaE per km2 per sp.,,,31080
UGA,PIGE,all,-8.329176989509463e-10,2.1504303704846916e-09,deltaE per km2 per sp.,688.0,266.8309999626875,31080
URY,PIGE,all,,,deltaE per km2 per sp.,,,31080
UZB,PIGE,all,,,deltaE per km2 per sp.,,,31080
VUT,PIGE,all,,,deltaE per km2 per sp.,,,31080
VAT,PIGE,all,,,deltaE per km2 per sp.,,,31080
VEN,PIGE,all,-9.715876966355062e-09,8.248337983183475e-10,deltaE per km2 per sp.,1430.0,21.457000045403838,31080
VNM,PIGE,all,,,deltaE per km2 per sp.,,,31080
ZMB,PIGE,all,-2.4923752661130885e-09,8.17216691353564e-10,deltaE per km2 per sp.,11.0,0.08599999904632569,31080
ZWE,PIGE,all,,,deltaE per km2 per sp.,,,31080
YEM,PIGE,all,,,deltaE per km2 per sp.,,,31080
UKR,PIGE,all,,,deltaE per km2 per sp.,,,31080
BHR,PIGE,all,,,deltaE per km2 per sp.,,,31080
KWT,PIGE,all,,,deltaE per km2 per sp.,,,31080
QAT,PIGE,all,,,deltaE per km2 per sp.,,,31080
ARE,PIGE,all,,,deltaE per km2 per sp.,,,31080
TUR,PIGE,all,,,deltaE per km2 per sp.,,,31080
ISR,PIGE,all,,,deltaE per km2 per sp.,,,31080
BGD,PIGE,all,-1.415483080454399e-09,2.89139074196045e-10,deltaE per km2 per sp.,842.0,4.523000010251999,31080
MMR,PIGE,all,-4.130665277849767e-09,1.1558588047855632e-10,deltaE per km2 per sp.,4263.0,4250.284996727854,31080
IND,PIGE,all,-6.365625586942178e-10,1.425607896299297e-10,deltaE per km2 per sp.,26111.0,44864.43300005369,31080
BEN,PIGE,all,,,deltaE per km2 per sp.,,,31080
NER,PIGE,all,,,deltaE per km2 per sp.,,,31080
NGA,PIGE,all,,,deltaE per km2 per sp.,,,31080
111,PIGE,all,,,deltaE per km2 per sp.,,,31080
112,PIGE,all,,,deltaE per km2 per sp.,,,31080
113,PIGE,all,,,deltaE per km2 per sp.,,,31080
114,PIGE,all,,,deltaE per km2 per sp.,,,31080
115,PIGE,all,,,deltaE per km2 per sp.,,,31080
116,PIGE,all,,,deltaE per km2 per sp.,,,31080
117,PIGE,all,,,deltaE per km2 per sp.,,,31080
118,PIGE,all,,,deltaE per km2 per sp.,,,31080
119,PIGE,all,,,deltaE per km2 per sp.,,,31080
120,PIGE,all,,,deltaE per km2 per sp.,,,31080
121,PIGE,all,,,deltaE per km2 per sp.,,,31080
122,PIGE,all,,,deltaE per km2 per sp.,,,31080
123,PIGE,all,,,deltaE per km2 per sp.,,,31080
124,PIGE,all,,,deltaE per km2 per sp.,,,31080
125,PIGE,all,,,deltaE per km2 per sp.,,,31080
126,PIGE,all,,,deltaE per km2 per sp.,,,31080
127,PIGE,all,,,deltaE per km2 per sp.,,,31080
128,PIGE,all,,,deltaE per km2 per sp.,,,31080
129,PIGE,all,,,deltaE per km2 per sp.,,,31080
ESH,PIGE,all,,,deltaE per km2 per sp.,,,31080
AFG,RUBB,all,,,deltaE per km2 per sp.,,,31080
GBR,RUBB,all,,,deltaE per km2 per sp.,,,31080
ALB,RUBB,all,,,deltaE per km2 per sp.,,,31080
DZA,RUBB,all,,,deltaE per km2 per sp.,,,31080
USA,RUBB,all,,,deltaE per km2 per sp.,,,31080
ATA,RUBB,all,,,deltaE per km2 per sp.,,,31080
ATG,RUBB,all,,,deltaE per km2 per sp.,,,31080
ARG,RUBB,all,,,deltaE per km2 per sp.,,,31080
AND,RUBB,all,,,deltaE per km2 per sp.,,,31080
AGO,RUBB,all,-7.829265851817737e-10,2.336218983391921e-10,deltaE per km2 per sp.,2.0,0.12200000166893005,31080
ARM,RUBB,all,,,deltaE per km2 per sp.,,,31080
NLD,RUBB,all,,,deltaE per km2 per sp.,,,31080
AUS,RUBB,all,,,deltaE per km2 per sp.,,,31080
AUT,RUBB,all,,,deltaE per km2 per sp.,,,31080
AZE,RUBB,all,,,deltaE per km2 per sp.,,,31080
BHS,RUBB,all,,,deltaE per km2 per sp.,,,31080
BRB,RUBB,all,,,deltaE per km2 per sp.,,,31080
BLR,RUBB,all,,,deltaE per km2 per sp.,,,31080
BEL,RUBB,all,,,deltaE per km2 per sp.,,,31080
BLZ,RUBB,all,,,deltaE per km2 per sp.,,,31080
BTN,RUBB,all,,,deltaE per km2 per sp.,,,31080
BOL,RUBB,all,,,deltaE per km2 per sp.,,,31080
BIH,RUBB,all,,,deltaE per km2 per sp.,,,31080
BWA,RUBB,all,,,deltaE per km2 per sp.,,,31080
NOR,RUBB,all,,,deltaE per km2 per sp.,,,31080
COL,RUBB,all,-1.0215125221503572e-08,2.3167228487514634e-09,deltaE per km2 per sp.,1046.0,360.03999958842996,31080
COM,RUBB,all,,,deltaE per km2 per sp.,,,31080
BRA,RUBB,all,-6.697612845060006e-09,2.969549782546772e-10,deltaE per km2 per sp.,12371.0,1600.0130013369767,31080
FRA,RUBB,all,,,deltaE per km2 per sp.,,,31080
COD,RUBB,all,-2.475796926336978e-09,1.1888589397884626e-10,deltaE per km2 per sp.,1797.0,438.8459997649491,31080
COG,RUBB,all,-2.4576350934572308e-09,5.290998693761815e-10,deltaE per km2 per sp.,541.0,24.42900002323091,31080
NZL,RUBB,all,,,deltaE per km2 per sp.,,,31080
BRN,RUBB,all,-6.932876718163723e-09,1.4669839547065163e-09,deltaE per km2 per sp.,3.0,41.84300109863281,31080
BGR,RUBB,all,,,deltaE per km2 per sp.,,,31080
BFA,RUBB,all,,,deltaE per km2 per sp.,,,31080
BDI,RUBB,all,,,deltaE per km2 per sp.,,,31080
CPV,RUBB,all,,,deltaE per km2 per sp.,,,31080
KHM,RUBB,all,-2.2079397319596934e-09,1.166362930517123e-10,deltaE per km2 per sp.,591.0,2825.0169996795803,31080
CMR,RUBB,all,-6.745012590493626e-10,4.2791136370383714e-11,deltaE per km2 per sp.,787.0,471.4659998726845,31080
CAN,RUBB,all,,,deltaE per km2 per sp.,,,31080
CRI,RUBB,all,,,deltaE per km2 per sp.,,,31080
CIV,RUBB,all,-4.093098490222226e-09,9.32324839697195e-11,deltaE per km2 per sp.,3481.0,1677.8797460081958,31080
HRV,RUBB,all,,,deltaE per km2 per sp.,,,31080
CUB,RUBB,all,,,deltaE per km2 per sp.,,,31080
CAF,RUBB,all,-9.505959955790238e-10,6.868446927907575e-11,deltaE per km2 per sp.,314.0,7.242000012397766,31080
TCD,RUBB,all,-5.920942893457855e-10,5.825145867538383e-11,deltaE per km2 per sp.,9.0,5.426000003814696,31080
CHL,RUBB,all,,,deltaE per km2 per sp.,,,31080
CHN,RUBB,all,-1.1686224798420009e-08,1.7605611805040448e-09,deltaE per km2 per sp.,5455.0,5130.69199955754,31080
CYP,RUBB,all,,,deltaE per km2 per sp.,,,31080
CZE,RUBB,all,,,deltaE per km2 per sp.,,,31080
DNK,RUBB,all,,,deltaE per km2 per sp.,,,31080
DJI,RUBB,all,,,deltaE per km2 per sp.,,,31080
DMA,RUBB,all,,,deltaE per km2 per sp.,,,31080
DOM,RUBB,all,-2.4048934437880536e-08,2.0618548858154264e-09,deltaE per km2 per sp.,291.0,0.4410000079125166,31080
ECU,RUBB,all,-2.1969676206138858e-08,1.7019450494984525e-09,deltaE per km2 per sp.,364.0,117.81099981956183,31080
EGY,RUBB,all,,,deltaE per km2 per sp.,,,31080
SLV,RUBB,all,,,deltaE per km2 per sp.,,,31080
GNQ,RUBB,all,,,deltaE per km2 per sp.,,,31080
ERI,RUBB,all,,,deltaE per km2 per sp.,,,31080
EST,RUBB,all,,,deltaE per km2 per sp.,,,31080
ETH,RUBB,all,,,deltaE per km2 per sp.,,,31080
FJI,RUBB,all,,,deltaE per km2 per sp.,,,31080
FIN,RUBB,all,,,deltaE per km2 per sp.,,,31080
GAB,RUBB,all,-2.5453998557306815e-09,1.8151382978583245e-10,deltaE per km2 per sp.,654.0,113.68599970467389,31080
GMB,RUBB,all,,,deltaE per km2 per sp.,,,31080
MAR,RUBB,all,,,deltaE per km2 per sp.,,,31080
MOZ,RUBB,all,,,deltaE per km2 per sp.,,,31080
NAM,RUBB,all,,,deltaE per km2 per sp.,,,31080
GEO,RUBB,all,,,deltaE per km2 per sp.,,,31080
DEU,RUBB,all,,,deltaE per km2 per sp.,,,31080
GHA,RUBB,all,-4.196733778454962e-09,1.913788251829303e-10,deltaE per km2 per sp.,1350.0,276.6331861227751,31080
GRC,RUBB,all,,,deltaE per km2 per sp.,,,31080
GRL,RUBB,all,,,deltaE per km2 per sp.,,,31080
GRD,RUBB,all,,,deltaE per km2 per sp.,,,31080
NRU,RUBB,all,,,deltaE per km2 per sp.,,,31080
GTM,RUBB,all,-1.3449632692288235e-08,2.3411063110561755e-09,deltaE per km2 per sp.,217.0,998.1190061616896,31080
NPL,RUBB,all,-2.0700838376797037e-08,0.0,deltaE per km2 per sp.,1.0,0.07099999904632569,31080
GIN,RUBB,all,-6.0144716525373806e-09,7.670320632749052e-10,deltaE per km2 per sp.,367.0,37.73399999678135,31080
GNB,RUBB,all,,,deltaE per km2 per sp.,,,31080
GUY,RUBB,all,,,deltaE per km2 per sp.,,,31080
HTI,RUBB,all,,,deltaE per km2 per sp.,,,31080
JOR,RUBB,all,,,deltaE per km2 per sp.,,,31080
HND,RUBB,all,,,deltaE per km2 per sp.,,,31080
HUN,RUBB,all,,,deltaE per km2 per sp.,,,31080
ISL,RUBB,all,,,deltaE per km2 per sp.,,,31080
IDN,RUBB,all,-4.973750282330869e-09,2.362901787226657e-10,deltaE per km2 per sp.,10433.0,36050.79900864691,31080
IRN,RUBB,all,,,deltaE per km2 per sp.,,,31080
IRQ,RUBB,all,,,deltaE per km2 per sp.,,,31080
IRL,RUBB,all,,,deltaE per km2 per sp.,,,31080
KAZ,RUBB,all,,,deltaE per km2 per sp.,,,31080
KEN,RUBB,all,,,deltaE per km2 per sp.,,,31080
KIR,RUBB,all,,,deltaE per km2 per sp.,,,31080
PRK,RUBB,all,,,deltaE per km2 per sp.,,,31080
KOR,RUBB,all,,,deltaE per km2 per sp.,,,31080
XKX,RUBB,all,,,deltaE per km2 per sp.,,,31080
SRB,RUBB,all,,,deltaE per km2 per sp.,,,31080
SYC,RUBB,all,,,deltaE per km2 per sp.,,,31080
SLE,RUBB,all,-3.9646293446503835e-09,5.057578300145624e-10,deltaE per km2 per sp.,3.0,0.4239999914169311,31080
SGP,RUBB,all,,,deltaE per km2 per sp.,,,31080
ITA,RUBB,all,,,deltaE per km2 per sp.,,,31080
JAM,RUBB,all,,,deltaE per km2 per sp.,,,31080
JPN,RUBB,all,,,deltaE per km2 per sp.,,,31080
KGZ,RUBB,all,,,deltaE per km2 per sp.,,,31080
LAO,RUBB,all,-5.576069528752554e-09,4.882565209714462e-10,deltaE per km2 per sp.,1234.0,1332.609998309687,31080
LVA,RUBB,all,,,deltaE per km2 per sp.,,,31080
LBN,RUBB,all,,,deltaE per km2 per sp.,,,31080
LSO,RUBB,all,,,deltaE per km2 per sp.,,,31080
LBR,RUBB,all,-4.531406421420425e-09,7.040287911670852e-10,deltaE per km2 per sp.,298.0,1004.67200009346,31080
LBY,RUBB,all,,,deltaE per km2 per sp.,,,31080
LIE,RUBB,all,,,deltaE per km2 per sp.,,,31080
LTU,RUBB,all,,,deltaE per km2 per sp.,,,31080
LUX,RUBB,all,,,deltaE per km2 per sp.,,,31080
MCO,RUBB,all,,,deltaE per km2 per sp.,,,31080
MNG,RUBB,all,,,deltaE per km2 per sp.,,,31080
MNE,RUBB,all,,,deltaE per km2 per sp.,,,31080
MKD,RUBB,all,,,deltaE per km2 per sp.,,,31080
MDG,RUBB,all,,,deltaE per km2 per sp.,,,31080
MWI,RUBB,all,,,deltaE per km2 per sp.,,,31080
MYS,RUBB,all,-1.0420165635141693e-08,8.234233249543457e-10,deltaE per km2 per sp.,2914.0,11107.851982801407,31080
MDV,RUBB,all,,,deltaE per km2 per sp.,,,31080
MLI,RUBB,all,-6.324215040542924e-10,0.0,deltaE per km2 per sp.,1.0,8.88962997123599e-06,31080
MLT,RUBB,all,,,deltaE per km2 per sp.,,,31080
MHL,RUBB,all,,,deltaE per km2 per sp.,,,31080
MRT,RUBB,all,,,deltaE per km2 per sp.,,,31080
MUS,RUBB,all,,,deltaE per km2 per sp.,,,31080
MEX,RUBB,all,-8.97593460324043e-09,7.4877360636943e-10,deltaE per km2 per sp.,401.0,308.92700049646203,31080
FSM,RUBB,all,,,deltaE per km2 per sp.,,,31080
MDA,RUBB,all,,,deltaE per km2 per sp.,,,31080
NIC,RUBB,all,,,deltaE per km2 per sp.,,,31080
OMN,RUBB,all,,,deltaE per km2 per sp.,,,31080
PAK,RUBB,all,,,deltaE per km2 per sp.,,,31080
PLW,RUBB,all,,,deltaE per km2 per sp.,,,31080
PAN,RUBB,all,,,deltaE per km2 per sp.,,,31080
PNG,RUBB,all,-1.7974940892520974e-08,4.841111707695791e-10,deltaE per km2 per sp.,3253.0,62.440999993830914,31080
PRY,RUBB,all,,,deltaE per km2 per sp.,,,31080
PER,RUBB,all,,,deltaE per km2 per sp.,,,31080
PHL,RUBB,all,-2.8688818561326922e-08,3.0708151383212305e-09,deltaE per km2 per sp.,884.0,2274.680008078143,31080
POL,RUBB,all,,,deltaE per km2 per sp.,,,31080
PRT,RUBB,all,,,deltaE per km2 per sp.,,,31080
ROU,RUBB,all,,,deltaE per km2 per sp.,,,31080
RUS,RUBB,all,,,deltaE per km2 per sp.,,,31080
RWA,RUBB,all,,,deltaE per km2 per sp.,,,31080
WSM,RUBB,all,,,deltaE per km2 per sp.,,,31080
SMR,RUBB,all,,,deltaE per km2 per sp.,,,31080
TON,RUBB,all,,,deltaE per km2 per sp.,,,31080
TTO,RUBB,all,,,deltaE per km2 per sp.,,,31080
TUN,RUBB,all,,,deltaE per km2 per sp.,,,31080
TKM,RUBB,all,,,deltaE per km2 per sp.,,,31080
STP,RUBB,all,,,deltaE per km2 per sp.,,,31080
SAU,RUBB,all,,,deltaE per km2 per sp.,,,31080
SEN,RUBB,all,,,deltaE per km2 per sp.,,,31080
SVK,RUBB,all,,,deltaE per km2 per sp.,,,31080
SVN,RUBB,all,,,deltaE per km2 per sp.,,,31080
SLB,RUBB,all,,,deltaE per km2 per sp.,,,31080
SOM,RUBB,all,,,deltaE per km2 per sp.,,,31080
ZAF,RUBB,all,,,deltaE per km2 per sp.,,,31080
SSD,RUBB,all,,,deltaE per km2 per sp.,,,31080
ESP,RUBB,all,,,deltaE per km2 per sp.,,,31080
LKA,RUBB,all,-1.6151888550952404e-08,2.102564259356517e-09,deltaE per km2 per sp.,445.0,1375.5820003771782,31080
KNA,RUBB,all,,,deltaE per km2 per sp.,,,31080
LCA,RUBB,all,,,deltaE per km2 per sp.,,,31080
VCT,RUBB,all,,,deltaE per km2 per sp.,,,31080
SDN,RUBB,all,,,deltaE per km2 per sp.,,,31080
SUR,RUBB,all,,,deltaE per km2 per sp.,,,31080
SWZ,RUBB,all,,,deltaE per km2 per sp.,,,31080
SWE,RUBB,all,,,deltaE per km2 per sp.,,,31080
CHE,RUBB,all,,,deltaE per km2 per sp.,,,31080
SYR,RUBB,all,,,deltaE per km2 per sp.,,,31080
TWN,RUBB,all,,,deltaE per km2 per sp.,,,31080
TJK,RUBB,all,,,deltaE per km2 per sp.,,,31080
TZA,RUBB,all,,,deltaE per km2 per sp.,,,31080
THA,RUBB,all,-7.917086810910896e-09,3.0405146647725194e-10,deltaE per km2 per sp.,2797.0,32655.71096148722,31080
